word,FREQcount,CDcount,FREQlow,CDlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,length
parry,77,21,15,13,1.51,1.8921,0.25,1.3424,5
pence,33,21,32,20,0.65,1.5315,0.25,1.3424,5
quips,22,21,22,21,0.43,1.3617,0.25,1.3424,5
resin,30,21,25,19,0.59,1.4914,0.25,1.3424,5
rinds,25,21,25,21,0.49,1.415,0.25,1.3424,5
roust,21,21,20,20,0.41,1.3424,0.25,1.3424,5
sable,42,21,30,15,0.82,1.6335,0.25,1.3424,5
scamp,90,21,22,19,1.76,1.959,0.25,1.3424,5
slush,28,21,26,20,0.55,1.4624,0.25,1.3424,5
stabs,23,21,23,21,0.45,1.3802,0.25,1.3424,5
swank,24,21,16,13,0.47,1.3979,0.25,1.3424,5
toddy,127,21,15,13,2.49,2.1072,0.25,1.3424,5
twine,29,21,27,21,0.57,1.4771,0.25,1.3424,5
unwed,27,21,26,20,0.53,1.4472,0.25,1.3424,5
vases,28,21,27,21,0.55,1.4624,0.25,1.3424,5
waver,22,21,22,21,0.43,1.3617,0.25,1.3424,5
agile,20,20,18,18,0.39,1.3222,0.24,1.3222,5
brash,21,20,20,19,0.41,1.3424,0.24,1.3222,5
canes,22,20,22,20,0.43,1.3617,0.24,1.3222,5
cased,21,20,21,20,0.41,1.3424,0.24,1.3222,5
cores,33,20,33,20,0.65,1.5315,0.24,1.3222,5
coven,30,20,23,17,0.59,1.4914,0.24,1.3222,5
credo,34,20,30,17,0.67,1.5441,0.24,1.3222,5
deter,20,20,20,20,0.39,1.3222,0.24,1.3222,5
drier,22,20,22,20,0.43,1.3617,0.24,1.3222,5
elude,21,20,21,20,0.41,1.3424,0.24,1.3222,5
erupt,20,20,20,20,0.39,1.3222,0.24,1.3222,5
faxes,27,20,25,20,0.53,1.4472,0.24,1.3222,5
feats,24,20,24,20,0.47,1.3979,0.24,1.3222,5
ficus,27,20,23,18,0.53,1.4472,0.24,1.3222,5
fiver,25,20,22,17,0.49,1.415,0.24,1.3222,5
futon,34,20,34,20,0.67,1.5441,0.24,1.3222,5
girth,22,20,22,20,0.43,1.3617,0.24,1.3222,5
grime,21,20,21,20,0.41,1.3424,0.24,1.3222,5
haiku,24,20,21,19,0.47,1.3979,0.24,1.3222,5
hails,22,20,18,18,0.43,1.3617,0.24,1.3222,5
harpy,34,20,24,15,0.67,1.5441,0.24,1.3222,5
hoots,29,20,24,17,0.57,1.4771,0.24,1.3222,5
kooks,22,20,20,18,0.43,1.3617,0.24,1.3222,5
palsy,27,20,25,18,0.53,1.4472,0.24,1.3222,5
papal,27,20,19,14,0.53,1.4472,0.24,1.3222,5
pinko,24,20,19,16,0.47,1.3979,0.24,1.3222,5
pleas,20,20,18,18,0.39,1.3222,0.24,1.3222,5
pokes,20,20,19,19,0.39,1.3222,0.24,1.3222,5
pubes,26,20,26,20,0.51,1.4314,0.24,1.3222,5
roomy,20,20,18,18,0.39,1.3222,0.24,1.3222,5
saggy,29,20,20,17,0.57,1.4771,0.24,1.3222,5
salve,29,20,22,18,0.57,1.4771,0.24,1.3222,5
scoff,21,20,19,18,0.41,1.3424,0.24,1.3222,5
sheds,21,20,21,20,0.41,1.3424,0.24,1.3222,5
shunt,48,20,37,16,0.94,1.6902,0.24,1.3222,5
softy,21,20,18,17,0.41,1.3424,0.24,1.3222,5
stoic,21,20,17,16,0.41,1.3424,0.24,1.3222,5
tater,25,20,15,11,0.49,1.415,0.24,1.3222,5
toyed,22,20,22,20,0.43,1.3617,0.24,1.3222,5
winos,22,20,22,20,0.43,1.3617,0.24,1.3222,5
yucky,22,20,18,17,0.43,1.3617,0.24,1.3222,5
algae,22,19,20,17,0.43,1.3617,0.23,1.301,5
aptly,20,19,16,15,0.39,1.3222,0.23,1.301,5
burps,21,19,16,14,0.41,1.3424,0.23,1.301,5
caste,44,19,35,19,0.86,1.6532,0.23,1.301,5
clogs,21,19,18,17,0.41,1.3424,0.23,1.301,5
clove,26,19,18,15,0.51,1.4314,0.23,1.301,5
colts,26,19,18,13,0.51,1.4314,0.23,1.301,5
crimp,22,19,22,19,0.43,1.3617,0.23,1.301,5
dippy,21,19,17,16,0.41,1.3424,0.23,1.301,5
dodgy,22,19,20,18,0.43,1.3617,0.23,1.301,5
fable,20,19,18,18,0.39,1.3222,0.23,1.301,5
fecal,30,19,27,18,0.59,1.4914,0.23,1.301,5
foray,22,19,22,19,0.43,1.3617,0.23,1.301,5
gazed,23,19,23,19,0.45,1.3802,0.23,1.301,5
glade,20,19,15,14,0.39,1.3222,0.23,1.301,5
grids,29,19,27,17,0.57,1.4771,0.23,1.301,5
jaunt,19,19,19,19,0.37,1.301,0.23,1.301,5
jazzy,25,19,15,13,0.49,1.415,0.23,1.301,5
knelt,19,19,19,19,0.37,1.301,0.23,1.301,5
knoll,27,19,23,15,0.53,1.4472,0.23,1.301,5
mails,21,19,21,19,0.41,1.3424,0.23,1.301,5
miser,25,19,18,18,0.49,1.415,0.23,1.301,5
nexus,57,19,24,14,1.12,1.7634,0.23,1.301,5
revue,37,19,16,12,0.73,1.5798,0.23,1.301,5
rotor,24,19,23,18,0.47,1.3979,0.23,1.301,5
soapy,25,19,15,15,0.49,1.415,0.23,1.301,5
spiel,21,19,21,19,0.41,1.3424,0.23,1.301,5
tryst,20,19,16,16,0.39,1.3222,0.23,1.301,5
vamps,26,19,19,13,0.51,1.4314,0.23,1.301,5
vigor,21,19,20,18,0.41,1.3424,0.23,1.301,5
vroom,42,19,19,13,0.82,1.6335,0.23,1.301,5
wasps,32,19,20,10,0.63,1.5185,0.23,1.301,5
yelps,24,19,19,14,0.47,1.3979,0.23,1.301,5
amply,18,18,18,18,0.35,1.2788,0.21,1.2788,5
bluer,25,18,18,17,0.49,1.415,0.21,1.2788,5
clans,38,18,35,16,0.75,1.5911,0.21,1.2788,5
comme,26,18,17,15,0.51,1.4314,0.21,1.2788,5
downy,21,18,16,13,0.41,1.3424,0.21,1.2788,5
dusky,21,18,17,16,0.41,1.3424,0.21,1.2788,5
emcee,26,18,15,11,0.51,1.4314,0.21,1.2788,5
emits,18,18,18,18,0.35,1.2788,0.21,1.2788,5
freer,18,18,17,17,0.35,1.2788,0.21,1.2788,5
hauls,23,18,22,17,0.45,1.3802,0.21,1.2788,5
honed,18,18,17,17,0.35,1.2788,0.21,1.2788,5
huffy,20,18,16,16,0.39,1.3222,0.21,1.2788,5
inlet,23,18,23,18,0.45,1.3802,0.21,1.2788,5
looms,20,18,17,15,0.39,1.3222,0.21,1.2788,5
meaty,18,18,15,15,0.35,1.2788,0.21,1.2788,5
mousy,42,18,25,16,0.82,1.6335,0.21,1.2788,5
muted,20,18,16,16,0.39,1.3222,0.21,1.2788,5
nicht,26,18,22,15,0.51,1.4314,0.21,1.2788,5
nohow,20,18,20,18,0.39,1.3222,0.21,1.2788,5
petri,21,18,18,15,0.41,1.3424,0.21,1.2788,5
pinot,32,18,18,6,0.63,1.5185,0.21,1.2788,5
quirk,20,18,19,17,0.39,1.3222,0.21,1.2788,5
raged,19,18,19,18,0.37,1.301,0.21,1.2788,5
raked,19,18,17,16,0.37,1.301,0.21,1.2788,5
roams,22,18,22,18,0.43,1.3617,0.21,1.2788,5
saran,46,18,27,4,0.9,1.6721,0.21,1.2788,5
shear,21,18,17,15,0.41,1.3424,0.21,1.2788,5
spool,26,18,19,16,0.51,1.4314,0.21,1.2788,5
spurt,19,18,19,18,0.37,1.301,0.21,1.2788,5
tarry,23,18,18,14,0.45,1.3802,0.21,1.2788,5
toner,44,18,32,17,0.86,1.6532,0.21,1.2788,5
veils,19,18,16,15,0.37,1.301,0.21,1.2788,5
vitro,34,18,22,16,0.67,1.5441,0.21,1.2788,5
canst,29,17,23,15,0.57,1.4771,0.2,1.2553,5
chica,28,17,17,14,0.55,1.4624,0.2,1.2553,5
comer,19,17,17,15,0.37,1.301,0.2,1.2553,5
eases,18,17,16,15,0.35,1.2788,0.2,1.2553,5
euros,37,17,25,11,0.73,1.5798,0.2,1.2553,5
feint,23,17,19,15,0.45,1.3802,0.2,1.2553,5
flees,20,17,20,17,0.39,1.3222,0.2,1.2553,5
forts,20,17,17,16,0.39,1.3222,0.2,1.2553,5
fouls,24,17,23,16,0.47,1.3979,0.2,1.2553,5
gruel,23,17,22,17,0.45,1.3802,0.2,1.2553,5
hikes,17,17,15,15,0.33,1.2553,0.2,1.2553,5
hosed,18,17,18,17,0.35,1.2788,0.2,1.2553,5
inert,18,17,18,17,0.35,1.2788,0.2,1.2553,5
kiddy,18,17,15,15,0.35,1.2788,0.2,1.2553,5
lifer,29,17,29,17,0.57,1.4771,0.2,1.2553,5
lupus,88,17,22,10,1.73,1.9494,0.2,1.2553,5
mated,19,17,19,17,0.37,1.301,0.2,1.2553,5
molds,19,17,19,17,0.37,1.301,0.2,1.2553,5
moped,23,17,21,17,0.45,1.3802,0.2,1.2553,5
oaths,19,17,19,17,0.37,1.301,0.2,1.2553,5
pangs,17,17,17,17,0.33,1.2553,0.2,1.2553,5
playa,22,17,17,13,0.43,1.3617,0.2,1.2553,5
quell,17,17,17,17,0.33,1.2553,0.2,1.2553,5
rears,17,17,17,17,0.33,1.2553,0.2,1.2553,5
scrip,36,17,33,17,0.71,1.5682,0.2,1.2553,5
shish,24,17,23,17,0.47,1.3979,0.2,1.2553,5
shrug,20,17,20,17,0.39,1.3222,0.2,1.2553,5
skeet,26,17,16,11,0.51,1.4314,0.2,1.2553,5
skier,24,17,23,17,0.47,1.3979,0.2,1.2553,5
slink,19,17,15,15,0.37,1.301,0.2,1.2553,5
slurs,18,17,17,16,0.35,1.2788,0.2,1.2553,5
soars,23,17,23,17,0.45,1.3802,0.2,1.2553,5
squab,19,17,15,14,0.37,1.301,0.2,1.2553,5
sulfa,24,17,23,16,0.47,1.3979,0.2,1.2553,5
waken,20,17,18,16,0.39,1.3222,0.2,1.2553,5
wares,17,17,16,16,0.33,1.2553,0.2,1.2553,5
zoned,18,17,18,17,0.35,1.2788,0.2,1.2553,5
ached,16,16,15,15,0.31,1.2304,0.19,1.2304,5
acorn,37,16,29,14,0.73,1.5798,0.19,1.2304,5
allay,17,16,16,15,0.33,1.2553,0.19,1.2304,5
artsy,17,16,17,16,0.33,1.2553,0.19,1.2304,5
bandy,18,16,16,14,0.35,1.2788,0.19,1.2304,5
blare,20,16,20,16,0.39,1.3222,0.19,1.2304,5
brags,17,16,16,16,0.33,1.2553,0.19,1.2304,5
burly,17,16,16,15,0.33,1.2553,0.19,1.2304,5
burro,46,16,42,16,0.9,1.6721,0.19,1.2304,5
carat,18,16,16,14,0.35,1.2788,0.19,1.2304,5
catty,19,16,19,16,0.37,1.301,0.19,1.2304,5
cholo,21,16,16,12,0.41,1.3424,0.19,1.2304,5
cower,16,16,16,16,0.31,1.2304,0.19,1.2304,5
culpa,21,16,21,16,0.41,1.3424,0.19,1.2304,5
droop,17,16,17,16,0.33,1.2553,0.19,1.2304,5
equip,17,16,17,16,0.33,1.2553,0.19,1.2304,5
fauna,27,16,15,13,0.53,1.4472,0.19,1.2304,5
gassy,22,16,19,15,0.43,1.3617,0.19,1.2304,5
hymen,25,16,20,14,0.49,1.415,0.19,1.2304,5
inter,18,16,15,14,0.35,1.2788,0.19,1.2304,5
jiggy,26,16,19,13,0.51,1.4314,0.19,1.2304,5
lunge,24,16,20,14,0.47,1.3979,0.19,1.2304,5
neath,34,16,26,11,0.67,1.5441,0.19,1.2304,5
pests,17,16,16,15,0.33,1.2553,0.19,1.2304,5
poach,17,16,16,15,0.33,1.2553,0.19,1.2304,5
pried,17,16,16,15,0.33,1.2553,0.19,1.2304,5
reeds,16,16,16,16,0.31,1.2304,0.19,1.2304,5
riser,18,16,15,15,0.35,1.2788,0.19,1.2304,5
schmo,23,16,17,14,0.45,1.3802,0.19,1.2304,5
scuff,23,16,22,16,0.45,1.3802,0.19,1.2304,5
seder,82,16,17,6,1.61,1.9191,0.19,1.2304,5
skiff,37,16,37,16,0.73,1.5798,0.19,1.2304,5
snipe,18,16,18,16,0.35,1.2788,0.19,1.2304,5
spans,19,16,19,16,0.37,1.301,0.19,1.2304,5
telex,25,16,24,15,0.49,1.415,0.19,1.2304,5
toned,18,16,18,16,0.35,1.2788,0.19,1.2304,5
tucks,24,16,17,15,0.47,1.3979,0.19,1.2304,5
waked,18,16,18,16,0.35,1.2788,0.19,1.2304,5
whirs,18,16,17,15,0.35,1.2788,0.19,1.2304,5
aback,15,15,15,15,0.29,1.2041,0.18,1.2041,5
bared,18,15,18,15,0.35,1.2788,0.18,1.2041,5
botch,16,15,16,15,0.31,1.2304,0.18,1.2041,5
bronc,32,15,20,13,0.63,1.5185,0.18,1.2041,5
cafes,16,15,16,15,0.31,1.2304,0.18,1.2041,5
chasm,18,15,16,14,0.35,1.2788,0.18,1.2041,5
chirp,30,15,17,14,0.59,1.4914,0.18,1.2041,5
claps,23,15,20,13,0.45,1.3802,0.18,1.2041,5
crier,17,15,17,15,0.33,1.2553,0.18,1.2041,5
grubs,23,15,16,14,0.45,1.3802,0.18,1.2041,5
hiked,19,15,16,15,0.37,1.301,0.18,1.2041,5
leafy,24,15,18,14,0.47,1.3979,0.18,1.2041,5
libre,52,15,15,10,1.02,1.7243,0.18,1.2041,5
meows,21,15,18,12,0.41,1.3424,0.18,1.2041,5
modus,20,15,20,15,0.39,1.3222,0.18,1.2041,5
mulch,22,15,21,15,0.43,1.3617,0.18,1.2041,5
plume,24,15,24,15,0.47,1.3979,0.18,1.2041,5
poser,17,15,17,15,0.33,1.2553,0.18,1.2041,5
pukes,16,15,16,15,0.31,1.2304,0.18,1.2041,5
purer,16,15,15,14,0.31,1.2304,0.18,1.2041,5
quill,139,15,22,11,2.73,2.1461,0.18,1.2041,5
reefs,25,15,25,15,0.49,1.415,0.18,1.2041,5
safes,22,15,22,15,0.43,1.3617,0.18,1.2041,5
sahib,64,15,54,14,1.25,1.8129,0.18,1.2041,5
shied,15,15,15,15,0.29,1.2041,0.18,1.2041,5
slabs,15,15,15,15,0.29,1.2041,0.18,1.2041,5
slurp,22,15,18,13,0.43,1.3617,0.18,1.2041,5
soups,17,15,16,14,0.33,1.2553,0.18,1.2041,5
stave,17,15,17,15,0.33,1.2553,0.18,1.2041,5
tamer,23,15,20,13,0.45,1.3802,0.18,1.2041,5
tepee,27,15,23,14,0.53,1.4472,0.18,1.2041,5
troth,35,15,33,15,0.69,1.5563,0.18,1.2041,5
tweet,43,15,25,13,0.84,1.6435,0.18,1.2041,5
twits,19,15,18,14,0.37,1.301,0.18,1.2041,5
warns,17,15,17,15,0.33,1.2553,0.18,1.2041,5
wilds,16,15,16,15,0.31,1.2304,0.18,1.2041,5
arses,16,14,16,14,0.31,1.2304,0.17,1.1761,5
blanc,39,14,17,5,0.76,1.6021,0.17,1.1761,5
deign,16,14,15,13,0.31,1.2304,0.17,1.1761,5
dinar,18,14,18,14,0.35,1.2788,0.17,1.1761,5
gaily,19,14,15,11,0.37,1.301,0.17,1.1761,5
gimpy,19,14,15,12,0.37,1.301,0.17,1.1761,5
grout,19,14,18,13,0.37,1.301,0.17,1.1761,5
hissy,18,14,17,13,0.35,1.2788,0.17,1.1761,5
hunks,18,14,17,13,0.35,1.2788,0.17,1.1761,5
hyped,16,14,16,14,0.31,1.2304,0.17,1.1761,5
igloo,15,14,15,14,0.29,1.2041,0.17,1.1761,5
kiosk,23,14,19,13,0.45,1.3802,0.17,1.1761,5
knave,19,14,17,12,0.37,1.301,0.17,1.1761,5
koala,31,14,19,11,0.61,1.5051,0.17,1.1761,5
likin,16,14,15,13,0.31,1.2304,0.17,1.1761,5
lorry,61,14,28,11,1.2,1.7924,0.17,1.1761,5
mites,19,14,19,14,0.37,1.301,0.17,1.1761,5
monos,16,14,16,14,0.31,1.2304,0.17,1.1761,5
pivot,23,14,16,13,0.45,1.3802,0.17,1.1761,5
prawn,26,14,18,9,0.51,1.4314,0.17,1.1761,5
saith,15,14,15,14,0.29,1.2041,0.17,1.1761,5
salvo,19,14,16,11,0.37,1.301,0.17,1.1761,5
scaly,16,14,15,13,0.31,1.2304,0.17,1.1761,5
skulk,15,14,15,14,0.29,1.2041,0.17,1.1761,5
slats,20,14,18,13,0.39,1.3222,0.17,1.1761,5
slung,16,14,16,14,0.31,1.2304,0.17,1.1761,5
staph,25,14,23,13,0.49,1.415,0.17,1.1761,5
taupe,35,14,30,14,0.69,1.5563,0.17,1.1761,5
trove,17,14,16,13,0.33,1.2553,0.17,1.1761,5
venal,15,14,15,14,0.29,1.2041,0.17,1.1761,5
wussy,19,14,19,14,0.37,1.301,0.17,1.1761,5
booed,18,13,18,13,0.35,1.2788,0.15,1.1461,5
burbs,17,13,17,13,0.33,1.2553,0.15,1.1461,5
deary,19,13,18,12,0.37,1.301,0.15,1.1461,5
demos,16,13,15,12,0.31,1.2304,0.15,1.1461,5
doily,15,13,15,13,0.29,1.2041,0.15,1.1461,5
gayer,15,13,15,13,0.29,1.2041,0.15,1.1461,5
grift,23,13,21,13,0.45,1.3802,0.15,1.1461,5
lager,25,13,18,11,0.49,1.415,0.15,1.1461,5
orbed,23,13,22,13,0.45,1.3802,0.15,1.1461,5
ovary,26,13,26,13,0.51,1.4314,0.15,1.1461,5
parte,15,13,15,13,0.29,1.2041,0.15,1.1461,5
rafts,15,13,15,13,0.29,1.2041,0.15,1.1461,5
ramps,21,13,17,13,0.41,1.3424,0.15,1.1461,5
rivet,17,13,16,12,0.33,1.2553,0.15,1.1461,5
spats,39,13,17,10,0.76,1.6021,0.15,1.1461,5
teats,19,13,19,13,0.37,1.301,0.15,1.1461,5
truss,17,13,16,12,0.33,1.2553,0.15,1.1461,5
twixt,19,13,19,13,0.37,1.301,0.15,1.1461,5
wooed,16,13,16,13,0.31,1.2304,0.15,1.1461,5
yokel,16,13,15,13,0.31,1.2304,0.15,1.1461,5
basal,15,12,15,12,0.29,1.2041,0.14,1.1139,5
bebop,21,12,17,12,0.41,1.3424,0.14,1.1139,5
beget,16,12,16,12,0.31,1.2304,0.14,1.1139,5
blobs,15,12,15,12,0.29,1.2041,0.14,1.1139,5
brine,16,12,15,11,0.31,1.2304,0.14,1.1139,5
conch,20,12,18,10,0.39,1.3222,0.14,1.1139,5
edict,16,12,15,11,0.31,1.2304,0.14,1.1139,5
gored,17,12,17,12,0.33,1.2553,0.14,1.1139,5
haves,15,12,15,12,0.29,1.2041,0.14,1.1139,5
julep,18,12,15,9,0.35,1.2788,0.14,1.1139,5
magma,18,12,16,12,0.35,1.2788,0.14,1.1139,5
nonny,53,12,39,8,1.04,1.7324,0.14,1.1139,5
odors,17,12,17,12,0.33,1.2553,0.14,1.1139,5
pinup,28,12,25,11,0.55,1.4624,0.14,1.1139,5
ponds,21,12,21,12,0.41,1.3424,0.14,1.1139,5
runes,20,12,17,10,0.39,1.3222,0.14,1.1139,5
tunic,28,12,28,12,0.55,1.4624,0.14,1.1139,5
whelp,24,12,22,12,0.47,1.3979,0.14,1.1139,5
aught,18,11,15,9,0.35,1.2788,0.13,1.0792,5
bidet,18,11,15,11,0.35,1.2788,0.13,1.0792,5
cleat,22,11,15,11,0.43,1.3617,0.13,1.0792,5
clich,16,11,15,11,0.31,1.2304,0.13,1.0792,5
fugue,27,11,25,10,0.53,1.4472,0.13,1.0792,5
gofer,16,11,16,11,0.31,1.2304,0.13,1.0792,5
grump,17,11,15,9,0.33,1.2553,0.13,1.0792,5
junky,23,11,21,11,0.45,1.3802,0.13,1.0792,5
kayak,26,11,16,8,0.51,1.4314,0.13,1.0792,5
norms,16,11,16,11,0.31,1.2304,0.13,1.0792,5
ogres,28,11,24,11,0.55,1.4624,0.13,1.0792,5
pelts,22,11,22,11,0.43,1.3617,0.13,1.0792,5
shard,37,11,36,10,0.73,1.5798,0.13,1.0792,5
solos,21,11,19,9,0.41,1.3424,0.13,1.0792,5
tulle,18,11,16,10,0.35,1.2788,0.13,1.0792,5
tusks,16,11,16,11,0.31,1.2304,0.13,1.0792,5
afore,19,10,18,10,0.37,1.301,0.12,1.0414,5
coons,26,10,23,8,0.51,1.4314,0.12,1.0414,5
massa,65,10,30,5,1.27,1.8195,0.12,1.0414,5
pesto,25,10,21,8,0.49,1.415,0.12,1.0414,5
silos,16,10,16,10,0.31,1.2304,0.12,1.0414,5
slits,15,10,15,10,0.29,1.2041,0.12,1.0414,5
clack,22,9,15,6,0.43,1.3617,0.11,1,5
dosed,15,9,15,9,0.29,1.2041,0.11,1,5
ennui,19,9,17,8,0.37,1.301,0.11,1,5
hoard,23,9,23,9,0.45,1.3802,0.11,1,5
loons,17,9,17,9,0.33,1.2553,0.11,1,5
plebe,28,9,23,9,0.55,1.4624,0.11,1,5
plows,19,9,19,9,0.37,1.301,0.11,1,5
toons,27,9,21,8,0.53,1.4472,0.11,1,5
mynah,20,8,17,8,0.39,1.3222,0.1,0.9542,5
tiers,23,8,21,8,0.45,1.3802,0.1,0.9542,5
atoll,27,7,22,4,0.53,1.4472,0.08,0.9031,5
begat,16,7,16,7,0.31,1.2304,0.08,0.9031,5
levee,26,7,26,7,0.51,1.4314,0.08,0.9031,5
fjord,24,6,24,6,0.47,1.3979,0.07,0.8451,5
yourn,17,6,17,6,0.33,1.2553,0.07,0.8451,5
fossa,29,5,16,4,0.57,1.4771,0.06,0.7782,5
satyr,29,5,28,5,0.57,1.4771,0.06,0.7782,5
pylon,27,4,27,4,0.53,1.4472,0.05,0.699,5
taels,24,3,24,3,0.47,1.3979,0.04,0.6021,5
thane,36,2,20,2,0.71,1.5682,0.02,0.4771,5
