"","X","word","type","condition","recog_rating","recog_RT","target_angle","response_angle","response_error","response_RT","participant"
"18307",18307,"CROWD"," STIM"," HIGH","6",0.9962,1.4876,1.2029,0.2847,0.934,18
"18308",18308,"GOSPEL"," STIM"," LOW","6",1.0246,0.9912,-2.0434,3.0346,1.3343,18
"18309",18309,"FUDGE"," STIM"," HIGH","6",0.9128,-1.4891,-1.6172,0.128,1.9014,18
"18313",18313,"WATER"," STIM"," HIGH","6",1.3017,2.5677,1.6855,0.8822,1.0008,18
"18314",18314,"BONE"," STIM"," HIGH","6",1.2263,-0.6896,-2.6574,1.9678,0.5671,18
"18318",18318,"PLUG"," STIM"," HIGH","6",1.0432,-1.8341,1.7215,2.7276,2.2184,18
"18319",18319,"ASSIST"," STIM"," LOW","6",1.3338,-2.8211,-0.369,-2.452,0.6338,18
"18320",18320,"JACKET"," STIM"," HIGH","6",2.8341,-1.7806,2.4701,2.0325,2.3518,18
"18321",18321,"TOUCH"," STIM"," LOW","6",3.8328,2.1901,2.1559,0.0342,0.9174,18
"18322",18322,"SALVE"," STIM"," LOW","6",1.0936,2.3959,3.1416,-0.7457,0.3169,18
"18323",18323,"BHANG"," STIM"," LOW","6",0.8401,-0.7791,-1.022,0.2429,0.6672,18
"18326",18326,"WROTE"," STIM"," LOW","6",3.2235,-1.5274,-1.5812,0.0538,0.7172,18
"18329",18329,"DROP"," STIM"," LOW","6",1.0393,3.0636,1.8959,1.1677,0.9841,18
"18331",18331,"TREAT"," STIM"," LOW","6",1.3484,0.2937,0.6566,-0.363,0.6672,18
"18332",18332,"GATE"," STIM"," HIGH","5",2.9161,-2.3235,-2.2112,-0.1123,0.5838,18
"18335",18335,"FLUTE"," STIM"," HIGH","6",1.0736,-2.8046,-1.1961,-1.6084,0.7673,18
"18336",18336,"GAIT"," STIM"," LOW","6",1.5362,-3.1396,-0.6239,-2.5157,0.7839,18
"18340",18340,"BELLY"," STIM"," HIGH","6",1.1717,0.1916,0.2362,-0.0446,0.8006,18
"18342",18342,"RUMOUR"," STIM"," LOW","6",1.3835,-2.5934,-3.1264,0.533,0.6338,18
"18344",18344,"KNOW"," STIM"," LOW","6",6.0041,-2.2496,-1.7702,-0.4794,1.0008,18
"18346",18346,"VAULT"," STIM"," HIGH","6",1.3596,-3.0219,-3.084,0.062,1.6679,18
"18348",18348,"CITY"," STIM"," HIGH","6",1.1392,-2.0833,-2.0665,-0.0168,0.8006,18
"18350",18350,"BALL"," STIM"," HIGH","6",1.0881,1.2018,1.3785,-0.1767,1.5679,18
"18351",18351,"MELT"," STIM"," LOW","6",1.0614,2.2911,0.072,2.2191,0.9507,18
"18352",18352,"SORROW"," STIM"," LOW","6",0.9926,-1.3362,-1.2788,-0.0574,1.351,18
"18354",18354,"JAMB"," STIM"," LOW","6",1.4634,-2.7791,-2.5219,-0.2572,0.6505,18
"18355",18355,"PERMIT"," STIM"," LOW","6",1.0143,-1.2355,-1.0409,-0.1946,1.0842,18
"18360",18360,"ROAD"," STIM"," HIGH","6",1.0844,0.8741,0.8761,-0.002,0.8173,18
"18361",18361,"LIVER"," STIM"," HIGH","6",2.0026,-1.8077,-1.8462,0.0386,0.9174,18
"18365",18365,"RATION"," STIM"," LOW","6",1.6576,-1.4242,3.1208,1.7383,0.8506,18
"18371",18371,"FROM"," STIM"," LOW","6",1.1328,-2.5555,3.1272,0.6005,1.9181,18
"18372",18372,"SLEIGH"," STIM"," HIGH","6",1.0408,3.0551,0.7854,2.2697,0.6338,18
"18373",18373,"VOTE"," STIM"," LOW","6",2.0776,-1.7071,-2.5231,0.816,0.4837,18
"18374",18374,"PURL"," STIM"," LOW","6",1.2456,-2.5142,-2.618,0.1037,0.6338,18
"18376",18376,"ORGAN"," STIM"," HIGH","6",1.1226,-1.3881,-1.4483,0.0602,0.834,18
"18377",18377,"TAPE"," STIM"," HIGH","6",1.69,2.4206,2.3165,0.1041,1.1175,18
"18378",18378,"THEM"," STIM"," LOW","6",1.6525,1.6993,2.0764,-0.3771,0.6672,18
"18380",18380,"MAIN"," STIM"," LOW","6",1.1129,-0.3626,-0.5166,0.154,0.9507,18
"18381",18381,"ARE"," STIM"," LOW","6",1.8292,-2.5281,-2.6593,0.1312,0.834,18
"18382",18382,"ODE"," STIM"," LOW","6",1.6819,-2.7722,-2.2938,-0.4784,0.7005,18
"18385",18385,"GRAVEL"," STIM"," HIGH","6",1.4085,-1.1718,-2.2173,1.0455,0.8006,18
"18388",18388,"BOLL"," STIM"," LOW","6",1.8112,-2.2258,-2.4034,0.1776,0.6338,18
"18389",18389,"SHOWER"," STIM"," HIGH","6",0.9868,-3.1255,-3.1063,-0.0192,0.7339,18
"18392",18392,"STOLE"," STIM"," LOW","6",2.1404,-0.9522,-0.2362,-0.7161,1.2343,18
"18393",18393,"WAIVE"," STIM"," LOW","6",1.0639,-1.2449,-1.338,0.0931,0.9007,18
"18395",18395,"HAMMER"," STIM"," HIGH","5",1.517,-1.9512,3.1416,1.1904,1.0174,18
"18396",18396,"SMELL"," STIM"," LOW","6",1.2284,-0.8542,-1.1552,0.301,0.7673,18
"18397",18397,"WOULD"," STIM"," LOW","6",1.0601,-1.6161,-1.2818,-0.3343,1.7847,18
"18401",18401,"TOWN"," STIM"," HIGH","6",3.0353,0.2739,-1.4413,1.7152,0.7172,18
"18405",18405,"FAWN"," STIM"," HIGH","6",1.0301,-2.8764,-2.4676,-0.4087,0.6672,18
"18408",18408,"BUILD"," STIM"," LOW","6",1.1086,-1.0637,-1.17,0.1063,1.9014,18
"18409",18409,"HEAVEN"," STIM"," LOW","6",1.0089,1.8837,2.2597,-0.376,1.818,18
"18410",18410,"CLUE"," STIM"," LOW","6",1.8573,-1.411,-1.9723,0.5613,0.7839,18
"18411",18411,"JERID"," STIM"," LOW","6",0.9285,1.4099,1.4048,0.0051,0.9507,18
"18412",18412,"WEIGH"," STIM"," LOW","1",2.3116,-0.6591,-0.595,-0.0641,0.5838,18
"18416",18416,"PEEL"," STIM"," LOW","6",2.1863,0.0071,0.3218,-0.3147,0.7005,18
"18417",18417,"STATUE"," STIM"," HIGH","6",1.9975,-2.9255,3.121,0.2367,0.7005,18
"18420",18420,"DAISY"," STIM"," HIGH","6",1.236,-1.6201,-1.6122,-0.0079,0.9507,18
"18426",18426,"STILL"," STIM"," LOW","6",1.4151,1.5046,1.5347,-0.0301,1.251,18
"18427",18427,"ANCHOR"," STIM"," HIGH","6",1.0445,2.1702,2.4684,-0.2982,0.7839,18
"18428",18428,"BAND"," STIM"," HIGH","6",0.9134,2.5169,2.8331,-0.3162,2.3018,18
"18430",18430,"ENVY"," STIM"," LOW","6",1.4091,2.4667,2.2602,0.2065,0.7839,18
"18431",18431,"SUCKER"," STIM"," LOW","6",1.1119,0.3638,0.8403,-0.4765,0.7172,18
"18432",18432,"JAW"," STIM"," HIGH","6",0.9723,2.7478,2.7154,0.0324,0.5838,18
"18433",18433,"TOWER"," STIM"," HIGH","6",1.3674,-3.0205,2.8003,0.4624,0.6171,18
"18436",18436,"ZOO"," STIM"," HIGH","6",1.5883,-1.575,-1.7207,0.1457,0.7339,18
"18437",18437,"BLADE"," STIM"," HIGH","6",1.5797,-0.8953,-1.1345,0.2392,1.4344,18
"18440",18440,"MOTE"," STIM"," LOW","6",1.1628,0.0462,0.274,-0.2278,1.9014,18
"18441",18441,"JELLY"," STIM"," HIGH","6",1.7187,-0.778,-1.6012,0.8232,1.0341,18
"18443",18443,"BUSH"," STIM"," HIGH","6",1.5462,2.1087,2.1773,-0.0686,0.8673,18
"18444",18444,"STOIC"," STIM"," LOW","6",1.0658,0.7216,0.9529,-0.2313,0.7172,18
"18447",18447,"DIVING"," STIM"," HIGH","6",1.8154,0.2796,2.3489,-2.0693,1.6012,18
"18449",18449,"COTTON"," STIM"," HIGH","6",1.3942,-0.6732,-0.9405,0.2673,1.0508,18
"18454",18454,"STOVE"," STIM"," HIGH","6",1.172,-1.0861,-3.0491,1.963,0.7339,18
"18455",18455,"BIRD"," STIM"," HIGH","6",1.9739,-1.89,-2.1547,0.2648,1.8681,18
"18458",18458,"MAP"," STIM"," HIGH","6",1.1579,1.5637,-1.3385,2.9022,1.1342,18
"18459",18459,"CHOP"," STIM"," HIGH","6",0.936,1.4933,1.1941,0.2992,2.5853,18
"18460",18460,"SATIN"," STIM"," HIGH","2",2.9546,2.0097,-1.8686,-2.4049,2.4185,18
"18461",18461,"HIVE"," STIM"," HIGH","6",1.5032,1.7377,1.4362,0.3015,1.0675,18
"18462",18462,"MIRROR"," STIM"," HIGH","6",5.1232,1.325,1.0818,0.2433,1.1342,18
"18464",18464,"IDEAL"," STIM"," LOW","6",1.5459,2.2498,1.8877,0.3621,1.1676,18
"18470",18470,"PEAR"," STIM"," HIGH","6",1.0622,-2.8833,3.1314,0.2684,1.1842,18
"18471",18471,"ONION"," STIM"," HIGH","6",0.8913,-2.7469,-1.7282,-1.0186,1.0675,18
"18472",18472,"CANDLE"," STIM"," HIGH","6",4.3079,-2.848,-2.5492,-0.2988,1.5345,18
"18475",18475,"CLOWN"," STIM"," HIGH","6",1.2956,-2.8037,-2.5393,-0.2644,0.884,18
"18477",18477,"MIND"," STIM"," LOW","6",1.0115,2.4191,2.3307,0.0883,1.1842,18
"18478",18478,"JEER"," STIM"," LOW","6",1.0176,2.4518,0.8098,1.642,0.6338,18
"18480",18480,"SNEEZE"," STIM"," HIGH","6",1.3539,-0.1974,-0.3201,0.1227,0.8006,18
"18481",18481,"NICKEL"," STIM"," HIGH","6",3.3955,0.8378,1.0698,-0.232,1.9014,18
"18485",18485,"BREAST"," STIM"," HIGH","6",1.2684,2.963,3.0688,-0.1058,0.9007,18
"18486",18486,"REPEAT"," STIM"," LOW","5",3.7267,0.7885,-1.9668,2.7553,1.4511,18
"18487",18487,"NUN"," STIM"," HIGH","6",1.9666,2.1218,1.7105,0.4113,1.4344,18
"18488",18488,"DOTAGE"," STIM"," LOW","6",1.2121,-1.7955,-1.9271,0.1316,2.5353,18
"18489",18489,"WERE"," STIM"," LOW","6",1.1265,1.1429,1.1999,-0.057,1.1342,18
"18493",18493,"FARM"," STIM"," HIGH","6",3.8415,-2.2494,-2.0843,-0.1651,0.934,18
"18494",18494,"FOREST"," STIM"," HIGH","5",1.8117,1.8244,1.753,0.0714,2.3018,18
"18497",18497,"LIQUOR"," STIM"," HIGH","6",1.0923,3.0601,2.5053,0.5548,1.768,18
"18498",18498,"COW"," STIM"," HIGH","6",0.8026,2.0728,1.9668,0.106,1.1175,18
"18501",18501,"THEY"," STIM"," LOW","6",1.9582,-2.9664,1.2309,2.0859,0.9674,18
"18502",18502,"FLAG"," STIM"," HIGH","6",0.9732,-2.2586,-2.0784,-0.1802,0.884,18
"18504",18504,"HELP"," STIM"," LOW","6",1.2433,2.1998,2.1487,0.0511,0.834,18
"18507",18507,"BREAK"," STIM"," LOW","6",0.876,-0.5615,-0.8826,0.321,2.0849,18
"18511",18511,"RARITY"," STIM"," LOW","6",0.8551,2.5715,2.4115,0.16,1.2009,18
"18514",18514,"FANE"," STIM"," LOW","6",0.6619,-1.8153,-2.1201,0.3048,1.0675,18
"18516",18516,"STOVE"," STIM"," HIGH","6",2.2334,3.024,3.1053,-0.0813,1.5845,18
"18517",18517,"DESK"," STIM"," HIGH","6",1.1376,0.2734,0.459,-0.1856,0.7339,18
"18519",18519,"PHASE"," STIM"," LOW","6",1.6953,-0.7609,-0.7743,0.0134,1.301,18
"18520",18520,"OTTER"," STIM"," HIGH","6",1.0664,-0.4857,-1.9716,1.4859,1.6679,18
"18523",18523,"GORE"," STIM"," LOW","6",1.1142,-1.9795,-1.3169,-0.6626,0.8006,18
"18524",18524,"WITAN"," STIM"," LOW","6",1.1506,1.9033,1.9271,-0.0239,1.1509,18
"18525",18525,"INN"," STIM"," HIGH","6",1.7706,-3.0858,3.1365,0.0609,0.7506,18
"18532",18532,"RAP"," STIM"," LOW","5",1.0023,0.7761,0.9698,-0.1938,0.7673,18
"18534",18534,"SLAG"," STIM"," LOW","6",1.7787,0.9796,0.9741,0.0055,0.7839,18
"18535",18535,"PAGE"," STIM"," HIGH","6",1.5934,-2.4075,-2.5002,0.0927,0.8673,18
"18536",18536,"BEFORE"," STIM"," LOW","6",3.2116,-2.5737,-2.0555,-0.5182,1.0508,18
"18537",18537,"LAND"," STIM"," HIGH","6",1.1537,2.9585,2.1862,0.7723,1.0008,18
"18538",18538,"SOFT"," STIM"," LOW","6",1.0075,-0.6878,-0.9151,0.2273,0.6171,18
"18539",18539,"BEECH"," STIM"," LOW","6",0.9788,-0.1086,-0.0566,-0.052,0.934,18
"18542",18542,"DEFACE"," STIM"," LOW","6",1.4468,0.6312,0.7633,-0.1321,0.7005,18
"18543",18543,"HEIGHT"," STIM"," LOW","6",1.7304,0.7689,0.6372,0.1317,1.6012,18
"18544",18544,"SOFA"," STIM"," HIGH","6",1.0787,2.1037,2.0017,0.102,1.0842,18
"18545",18545,"USED"," STIM"," LOW","6",0.6835,1.1949,1.1416,0.0533,0.9674,18
"18548",18548,"JIBE"," STIM"," LOW","6",1.1524,-1.0157,0.4522,-1.4679,1.0508,18
"18549",18549,"GRAVEL"," STIM"," HIGH","6",0.9004,-1.5516,-1.5394,-0.0122,0.9507,18
"18550",18550,"NOUN"," STIM"," LOW","6",0.7484,1.9613,2.1659,-0.2046,0.8173,18
"18551",18551,"FLASK"," STIM"," HIGH","6",0.9761,1.4201,1.55,-0.1299,1.3177,18
"18554",18554,"BOARD"," STIM"," HIGH","6",1.362,1.9026,1.9222,-0.0197,1.1676,18
"18555",18555,"SNAP"," STIM"," LOW","6",1.3561,-2.0167,-2.0368,0.0201,0.8006,18
"18561",18561,"UNCLE"," STIM"," HIGH","6",1.5953,-2.0413,-2.0414,2e-04,0.7339,18
"18562",18562,"SHIP"," STIM"," HIGH","6",1.1277,-0.8178,-1.042,0.2242,1.4177,18
"18569",18569,"DESPOT"," STIM"," LOW","6",1.4143,0.8245,0.8224,0.002,1.0341,18
"18571",18571,"BRIBE"," STIM"," LOW","6",1.2211,1.0242,1.1788,-0.1546,0.8673,18
"18572",18572,"FIRM"," STIM"," LOW","6",1.1136,2.4343,2.4436,-0.0092,0.8673,18
"18573",18573,"RITE"," STIM"," LOW","6",0.8013,1.749,2.1023,-0.3532,1.7347,18
"18574",18574,"CLUE"," STIM"," LOW","6",1.2527,2.9306,2.9901,-0.0595,0.7672,18
"18575",18575,"RUG"," STIM"," HIGH","6",0.6467,0.3695,0.1404,0.2291,0.7506,18
"18577",18577,"PARK"," STIM"," HIGH","6",1.2848,0.5988,0.5937,0.005,0.834,18
"18580",18580,"ERRAND"," STIM"," LOW","6",1.1347,1.199,1.1257,0.0733,1.0341,18
"18581",18581,"WHEAT"," STIM"," HIGH","6",3.276,1.2718,1.168,0.1039,0.9174,18
"18582",18582,"DITCH"," STIM"," HIGH","6",1.4092,-2.0316,-1.9398,-0.0917,1.2676,18
"18584",18584,"JAIL"," STIM"," HIGH","6",0.8258,1.1366,1.4065,-0.2699,2.9689,18
"18586",18586,"HOUR"," STIM"," LOW","6",1.0666,1.7286,1.7171,0.0115,2.5186,18
"18587",18587,"RIVER"," STIM"," HIGH","6",0.7716,0.9814,1.0702,-0.0888,0.9841,18
"18589",18589,"BULLET"," STIM"," HIGH","6",2.0998,-1.9916,-1.778,-0.2136,1.3677,18
"18592",18592,"BUCKLE"," STIM"," HIGH","6",1.254,0.1808,0.1397,0.0411,0.8506,18
"18594",18594,"POCKET"," STIM"," HIGH","6",1.5472,-1.9594,-1.9853,0.0259,0.9674,18
"18595",18595,"PEWIT"," STIM"," LOW","6",1.2627,-0.5499,-0.7854,0.2355,0.884,18
"18598",18598,"SHE"," STIM"," LOW","6",1.0776,-0.8852,-1.2918,0.4065,0.9507,18
"18602",18602,"MALE"," STIM"," HIGH","6",1.1243,-2.8625,-2.8954,0.0329,1.351,18
"18606",18606,"LETTER"," STIM"," HIGH","6",0.9542,1.4268,1.4567,-0.03,1.1342,18
"18607",18607,"MINK"," STIM"," HIGH","6",0.7543,-1.2743,-1.3816,0.1073,1.6179,18
"18609",18609,"GOSPEL"," STIM"," LOW","6",0.8841,-1.5216,-1.5656,0.044,1.6513,18
"18610",18610,"CAUGHT"," STIM"," LOW","1",2.7369,2.5507,1.9927,0.558,1.6679,18
"18611",18611,"FUR"," STIM"," HIGH","1",0.7669,-2.7723,-2.4856,-0.2867,0.9674,18
"18612",18612,"BODY"," STIM"," HIGH","6",3.0684,2.0618,2.0087,0.0531,1.0341,18
"18615",18615,"OUT"," STIM"," LOW","5",5.5057,-2.1667,-2.1446,-0.0222,1.2676,18
"18617",18617,"SHOP"," STIM"," HIGH","6",1.0025,-1.8692,-1.7906,-0.0787,1.0508,18
"18618",18618,"PRIME"," STIM"," LOW","6",1.0157,0.0065,-0.0569,0.0634,1.251,18
"18621",18621,"TABLE"," STIM"," HIGH","6",1.8973,-2.735,-2.338,-0.397,1.6846,18
"18623",18623,"TRUCK"," STIM"," HIGH","6",0.9867,-1.1648,-1.5551,0.3903,1.9848,18
"18625",18625,"VELVET"," STIM"," HIGH","6",1.1249,3.0064,2.979,0.0274,0.7506,18
"18626",18626,"ARROW"," STIM"," HIGH","4",3.1935,-2.7894,-2.7919,0.0025,0.8173,18
"18628",18628,"TO"," STIM"," LOW","6",1.1816,-1.1778,-1.0698,-0.108,1.1509,18
"18630",18630,"TOMATO"," STIM"," HIGH","6",1.076,-2.651,-2.7171,0.066,1.0174,18
"18631",18631,"MINNOW"," STIM"," HIGH","6",0.965,0.1025,0.2875,-0.185,1.0508,18
"18632",18632,"SEA"," STIM"," HIGH","6",0.9043,-2.6025,-2.2576,-0.3449,1.1175,18
"18639",18639,"SWAYED"," STIM"," LOW","6",3.3863,1.8439,2.1988,-0.3549,0.7005,18
"18640",18640,"IDEA"," STIM"," LOW","6",1.8146,-0.3839,-0.5937,0.2099,1.8347,18
"18643",18643,"INCISE"," STIM"," LOW","6",1.2315,-1.72,-2.1474,0.4274,2.3017,18
"18644",18644,"MUD"," STIM"," HIGH","6",1.688,-2.7634,-2.2805,-0.4829,4.8203,18
"18645",18645,"SHEER"," STIM"," LOW","6",1.3005,-2.0184,-2.5492,0.5309,1.9014,18
"18651",18651,"GENIUS"," STIM"," LOW","6",2.4337,1.6121,1.5142,0.098,1.0008,18
"18652",18652,"NEXT"," STIM"," LOW","6",1.1089,-2.8436,-2.6802,-0.1634,2.4519,18
"18654",18654,"MINUTE"," STIM"," LOW","6",1.1077,-2.0847,-1.9089,-0.1757,0.884,18
"18655",18655,"RUBY"," STIM"," HIGH","1",2.7025,1.2361,0.3872,0.8489,1.3177,18
"18656",18656,"TOLD"," STIM"," LOW","6",0.9509,-2.1754,-2.2274,0.052,0.934,18
"18658",18658,"CRAB"," STIM"," HIGH","1",2.9434,-0.0966,-0.9672,0.8706,1.1842,18
"18659",18659,"NIDUS"," STIM"," LOW","6",2.6179,1.8471,1.8357,0.0114,0.934,18
"18661",18661,"YORE"," STIM"," LOW","6",1.4397,-1.2596,-1.3979,0.1383,1.8848,18
"18663",18663,"FACE"," STIM"," HIGH","6",1.0799,0.832,0.9743,-0.1423,0.8006,18
"18664",18664,"COACH"," STIM"," HIGH","6",0.9993,1.6228,1.5708,0.052,0.934,18
"18665",18665,"TWANG"," STIM"," LOW","6",2.5753,3.1085,-3.1364,-0.0383,0.9841,18
"18667",18667,"KITE"," STIM"," HIGH","6",1.0972,2.8139,2.2423,0.5716,1.2176,18
"18671",18671,"CEREAL"," STIM"," HIGH","6",0.9876,-1.3527,-1.3877,0.035,0.9674,18
"18673",18673,"STRING"," STIM"," HIGH","6",1.7335,-1.407,-1.2918,-0.1152,1.0675,18
"18675",18675,"RUBBER"," STIM"," HIGH","6",1.408,-2.7541,2.8561,0.6729,2.5686,18
"18676",18676,"WHALE"," STIM"," HIGH","6",0.9188,0.6196,0.5909,0.0287,0.5004,18
"18680",18680,"CYNIC"," STIM"," LOW","6",1.4276,2.2691,2.0298,0.2393,1.6012,18
"18683",18683,"MONK"," STIM"," HIGH","6",1.4165,1.1482,1.3572,-0.209,2.1016,18
"18684",18684,"ANT"," STIM"," HIGH","6",1.8401,0.1305,1.0045,-0.8739,0.8673,18
"18685",18685,"GIST"," STIM"," LOW","6",0.8619,-2.1686,-2.0122,-0.1563,1.1008,18
"18686",18686,"ROAD"," STIM"," HIGH","6",1.7235,0.8636,-2.3884,-3.0312,3.4026,18
"18688",18688,"HOSE"," STIM"," HIGH","6",1.3957,2.4198,2.2153,0.2045,0.7839,18
"18691",18691,"KNIFE"," STIM"," HIGH","6",1.2664,-2.9999,3.101,0.1823,0.9674,18
"18693",18693,"INFANT"," STIM"," HIGH","6",1.1785,-1.3064,-1.4516,0.1452,1.251,18
"18697",18697,"GLAD"," STIM"," LOW","1",4.9976,1.7448,1.7561,-0.0114,3.019,18
"18698",18698,"SADDLE"," STIM"," HIGH","6",1.2077,2.1728,2.0461,0.1267,0.8006,18
"18700",18700,"ASSIST"," STIM"," LOW","6",1.4272,-2.8349,-2.5803,-0.2546,0.7673,18
"18702",18702,"EARN"," STIM"," LOW","6",1.434,0.3276,-0.0104,0.338,2.0349,18
"18703",18703,"MEANT"," STIM"," LOW","6",0.929,-2.6107,-1.8484,-0.7623,2.5353,18
"18704",18704,"JERID"," STIM"," LOW","6",0.7154,2.6673,2.1255,0.5418,1.9181,18
"18709",18709,"SLEPT"," STIM"," LOW","6",1.3948,-0.7587,-0.9814,0.2227,2.5686,18
"18712",18712,"HIDE"," STIM"," LOW","6",3.23,1.6194,1.3032,0.3162,1.718,18
"18713",18713,"SPONGE"," STIM"," HIGH","6",1.1297,1.7049,1.8845,-0.1797,0.6672,18
"18714",18714,"TEACH"," STIM"," LOW","6",1.0582,0.1616,0.7007,-0.5391,1.5845,18
"18716",18716,"NOEL"," STIM"," LOW","6",1.027,-2.0607,-2.156,0.0953,2.1683,18
"18717",18717,"SINCE"," STIM"," LOW","6",0.9846,-0.3528,-0.9068,0.554,1.4678,18
"18720",18720,"CLIFF"," STIM"," HIGH","6",2.2008,2.4041,2.0368,0.3674,1.351,18
"18721",18721,"RISK"," STIM"," LOW","6",1.1282,2.2225,1.8321,0.3904,1.3343,18
"18723",18723,"RENT"," STIM"," LOW","6",1.1995,1.0376,1.3734,-0.3358,0.9507,18
"18725",18725,"FURY"," STIM"," LOW","6",1.0683,-1.8644,-1.8603,-0.0041,0.7673,18
"18727",18727,"CANDLE"," STIM"," HIGH","6",1.1599,1.9655,1.8448,0.1207,0.9507,18
"18728",18728,"OFFEND"," STIM"," LOW","6",0.9855,1.7093,1.2229,0.4864,0.9507,18
"18729",18729,"DAGGER"," STIM"," HIGH","6",0.6808,-1.1103,-1.1536,0.0433,0.8173,18
"18731",18731,"HOLD"," STIM"," LOW","6",0.9998,0.4815,0.2805,0.2011,0.7172,18
"18732",18732,"MARKET"," STIM"," HIGH","6",0.7407,0.9552,1.0401,-0.085,1.5512,18
"18733",18733,"GARDEN"," STIM"," HIGH","6",1.9126,-1.9767,-2.0115,0.0348,0.834,18
"18739",18739,"SQUIB"," STIM"," LOW","6",1.479,2.7713,2.9705,-0.1992,1.1509,18
"18741",18741,"CANAL"," STIM"," HIGH","6",1.2188,0.711,0.9729,-0.262,1.1175,18
"18742",18742,"MIGHT"," STIM"," LOW","6",2.3004,0.1798,0.7419,-0.5621,1.1008,18
"18743",18743,"MAST"," STIM"," HIGH","6",0.734,-0.5807,-0.9743,0.3936,1.2343,18
"18747",18747,"SANDAL"," STIM"," HIGH","3",4.1644,2.7881,1.2588,1.5294,3.7362,18
"18749",18749,"TIDY"," STIM"," LOW","6",1.6739,-0.0812,-0.0471,-0.0341,1.2343,18
"18751",18751,"JEEP"," STIM"," HIGH","6",1.3068,3.1376,-3.0736,-0.0719,1.4177,18
"18753",18753,"SHRUB"," STIM"," HIGH","6",1.3932,1.844,1.7285,0.1156,1.9181,18
"18755",18755,"MEEK"," STIM"," LOW","6",1.1356,0.5404,0.4912,0.0492,0.9674,18
"18757",18757,"GROW"," STIM"," LOW","6",1.0938,2.6028,2.0693,0.5335,0.8006,18
"18758",18758,"SOUL"," STIM"," LOW","6",1.1044,2.4837,1.8568,0.6268,1.3343,18
"18762",18762,"END"," STIM"," LOW","6",1.3447,-2.6459,-2.7012,0.0553,0.9174,18
"18765",18765,"TOW"," STIM"," LOW","6",1.2351,-1.5417,-1.5342,-0.0075,1.6513,18
"18766",18766,"ASTUTE"," STIM"," LOW","6",1.9917,-0.5453,-0.5751,0.0298,0.8506,18
"18768",18768,"INFANT"," STIM"," HIGH","6",1.026,-0.3024,-0.4522,0.1498,1.0174,18
"18770",18770,"CAGE"," STIM"," HIGH","6",1.6533,-0.4289,-0.3594,-0.0695,1.9682,18
"18771",18771,"RETAIN"," STIM"," LOW","6",0.6991,-1.1248,-1.5916,0.4668,1.8014,18
"18772",18772,"THUMB"," STIM"," HIGH","6",0.6306,-1.811,-1.958,0.147,1.1342,18
"18773",18773,"SERIAL"," STIM"," LOW","6",0.7813,2.9018,2.9258,-0.024,0.8673,18
"18774",18774,"MEMORY"," STIM"," LOW","6",1.55,-1.0725,-1.3109,0.2384,1.251,18
"18776",18776,"METIS"," STIM"," LOW","6",0.9913,0.9904,0.9929,-0.0025,1.1842,18
"18781",18781,"DIVING"," STIM"," HIGH","1",7.3919,-1.331,-1.0357,-0.2953,4.6202,18
"18783",18783,"FAWN"," STIM"," HIGH","6",0.8063,-0.9461,-1.3572,0.4111,1.5512,18
"18784",18784,"OAK"," STIM"," HIGH","6",0.9714,-2.7982,-3.1008,0.3026,1.9848,18
"18785",18785,"ANCHOR"," STIM"," HIGH","6",0.7204,-2.8763,-2.5094,-0.3669,1.2343,18
"18786",18786,"CAR"," STIM"," HIGH","6",0.8115,-2.6781,-2.578,-0.1,1.5345,18
"18789",18789,"SCOTCH"," STIM"," HIGH","6",0.9902,2.6564,2.7271,-0.0707,1.0675,18
"18793",18793,"LED"," STIM"," LOW","6",1.0106,1.0983,1.0769,0.0214,1.0842,18
"18794",18794,"SHEER"," STIM"," LOW","6",1.0379,-0.1361,0.026,-0.1622,0.934,18
"18797",18797,"TEEM"," STIM"," LOW","6",1.0333,1.0782,1.1188,-0.0406,1.1008,18
"18798",18798,"SISTER"," STIM"," HIGH","6",2.6308,-1.7986,-1.9838,0.1852,1.9515,18
"18802",18802,"KETTLE"," STIM"," HIGH","6",1.267,1.0964,2.3778,-1.2814,3.069,18
"18805",18805,"HASTY"," STIM"," LOW","6",1.2631,-2.8087,-2.8714,0.0627,1.718,18
"18809",18809,"CROCK"," STIM"," LOW","6",1.1847,2.8652,0.9273,1.9379,1.1342,18
"18811",18811,"CHISEL"," STIM"," HIGH","6",1.3187,2.3172,2.2823,0.035,1.0341,18
"18812",18812,"BABY"," STIM"," HIGH","6",2.3674,-1.6142,-1.5811,-0.0332,1.5345,18
"18815",18815,"BAND"," STIM"," HIGH","6",0.8598,-0.3363,-0.0157,-0.3206,1.0341,18
"18816",18816,"FLOOD"," STIM"," HIGH","3",4.2837,2.528,2.4301,0.0979,2.9356,18
"18818",18818,"MUSSEL"," STIM"," HIGH","3",2.924,-0.6977,-3.023,2.3253,0.9674,18
"18819",18819,"CREAM"," STIM"," HIGH","6",4.7899,0.7859,0.3679,0.4179,2.602,18
"18820",18820,"USUAL"," STIM"," LOW","6",0.9225,1.0068,-1.9532,2.96,1.0508,18
"18821",18821,"SOUL"," STIM"," LOW","6",1.2303,-1.0837,-1.1329,0.0492,2.4018,18
"18823",18823,"REASON"," STIM"," LOW","6",1.0967,2.78,-0.8748,-2.6284,1.6846,18
"18826",18826,"PLUM"," STIM"," HIGH","6",0.7719,-2.7147,-3.0287,0.314,0.9174,18
