,condition,recog_rating,recog_RT,target_angle,response_angle,response_error,response_RT,participant
662,1,6,1.7106,2.5152,-2.6757,-1.0923,0.2669,1
671,1,1,1.0572,2.047,-0.0974,2.1444,0.0334,1
69,1,1,0.6123,-2.6216,0.2709,-2.8925,0.417,1
70,2,6,0.7276,2.7342,-1.1071,-2.4418,0.2335,1
711,1,1,0.8355,-1.8505,-1.1884,-0.6621,0.0334,1
762,2,1,0.8327,2.6205,-0.8829,-2.7799,0.1001,1
772,1,1,1.273,0.0215,-0.1276,0.1492,0.2168,1
781,1,6,0.6688,0.5216,0.833,-0.3114,0.3169,1
793,2,6,0.5458,-2.8333,2.8248,0.6251,0.1334,1
813,1,1,2.9879,-0.916,-0.3171,-0.5989,0.0334,1
822,2,1,1.8677,-1.4807,-0.1038,-1.3769,0.0667,1
831,1,1,0.6261,0.028,-0.4022,0.4301,0.1168,1
843,1,6,0.9766,-2.7775,1.4711,2.0345,0.1334,1
86,1,1,0.6089,2.509,-0.0277,2.5367,0.1501,1
881,1,6,1.0857,0.7582,-1.1185,1.8767,0.0667,1
891,2,1,0.8124,0.4825,3.0755,-2.593,0.05,1
941,2,1,0.5027,-2.2677,-0.3203,-1.9474,0.0334,1
962,2,1,0.5333,-0.6059,-1.5348,0.9289,0.0667,1
97,2,1,0.6574,1.0855,3.0385,-1.953,0.4003,1
1041,1,1,0.497,-1.2272,1.1729,-2.4001,0.4337,1
105,2,1,0.5167,-2.5066,2.2365,1.5401,0.1334,1
1061,2,1,0.513,3.0378,-1.6516,-1.5938,0.1001,1
1082,1,1,0.4244,-2.2639,0.1092,-2.3731,0.3002,1
1092,1,1,0.5893,0.0681,-0.7262,0.7943,0.2835,1
1103,2,1,0.509,1.6902,1.7422,-0.0519,0.0834,1
114,2,3,0.4901,-1.252,-1.4924,0.2404,0.0834,1
1172,2,2,0.6426,-1.6802,0.153,-1.8332,0.2168,1
118,1,3,2.4233,1.9274,-1.472,-2.8838,0.4003,1
1202,2,2,3.5013,-2.0305,2.7944,1.4583,0.2835,1
1214,1,1,1.2096,1.6126,2.8879,-1.2753,0.2002,1
1252,2,2,2.9175,-2.1997,2.7585,1.325,0.467,1
1281,1,2,2.0201,1.5729,-0.3421,1.915,0.1168,1
1312,2,1,0.7128,0.3683,-0.2173,0.5857,0.0834,1
132,1,2,0.4761,-1.7123,3.0424,1.5285,0.4503,1
1341,2,4,0.4478,-3.0199,2.9452,0.3181,0.0834,1
1361,2,1,10.0779,-1.4224,3.1112,1.7496,0.3503,1
1391,1,4,3.0641,-0.8401,-1.0018,0.1617,0.1501,1
141,1,1,0.9893,1.127,1.6499,-0.5229,0.1835,1
1421,1,1,0.5339,0.5799,-2.7438,-2.9595,0.2168,1
1491,2,2,0.4658,-3.0864,3.0009,0.1959,0.1835,1
1502,1,1,0.4827,2.5012,0.8201,1.6811,0.6171,1
1532,2,4,0.7829,-0.2409,2.3594,-2.6003,0.5337,1
1562,1,4,0.2499,1.929,2.8688,-0.9398,0.2835,1
1572,1,5,0.4915,-2.029,-2.6128,0.5838,0.05,1
158,2,1,0.7592,-0.8012,2.5284,2.9536,0.5838,1
1593,1,5,0.6387,2.695,-0.4481,-3.14,0.05,1
1642,2,3,1.2286,1.8211,-0.0386,1.8597,0.05,1
1672,2,6,0.7532,2.6616,0.9881,1.6735,0.0834,1
1701,1,3,0.9912,0.8653,-2.2753,3.1406,0.884,1
1712,2,2,0.6197,-2.3461,-0.4351,-1.911,0.6672,1
1731,2,3,1.8721,0.4856,0.0099,0.4758,0.1501,1
1752,2,2,1.2989,-1.5862,0.1966,-1.7828,0.1668,1
1782,2,4,0.6764,-0.1287,1.8583,-1.9869,0.05,1
1833,2,2,0.9986,-0.2038,-2.3505,2.1467,0.7005,1
184,2,6,0.646,0.4287,2.9887,-2.56,1.1175,1
1851,2,2,0.7307,-2.5216,2.859,0.9025,0.6672,1
1861,1,6,0.7265,0.8895,2.5107,-1.6212,0.1835,1
1872,1,6,0.6238,-0.3938,0.2268,-0.6206,0.2168,1
188,2,2,0.7071,2.7206,2.0835,0.6371,0.4837,1
195,1,2,0.632,-2.9198,-3.1184,0.1986,0.1668,1
1973,2,2,0.7473,0.548,-0.3725,0.9205,0.3336,1
2013,1,1,0.5598,-0.4183,2.732,3.1329,0.417,1
2051,1,6,1.0222,1.4659,-0.3936,1.8596,0.1001,1
208,2,1,0.5399,1.7274,-1.6019,-2.9539,0.5337,1
2111,2,6,1.6054,2.9868,0.9142,2.0725,0.2669,1
213,2,1,0.5495,-2.0262,2.284,1.973,0.3336,1
2151,1,1,0.7324,-0.1922,3.03,3.061,0.0667,1
2161,2,6,1.1196,-3.1314,-0.26,-2.8714,0.0667,1
2181,1,3,0.6736,-0.9566,-1.3997,0.4431,0.2502,1
2191,2,6,0.6192,0.988,-0.0902,1.0782,0.1334,1
2201,2,3,0.6047,2.535,-2.0104,-1.7378,0.2502,1
2261,2,1,0.6936,2.3701,-2.9099,-1.0032,0.1501,1
2292,1,1,0.8961,1.8733,-1.4348,-2.9751,0.2502,1
2312,1,1,0.703,-1.615,2.7305,1.9377,0.467,1
2331,1,1,0.9974,-2.7995,0.3797,3.1039,0.1001,1
2351,2,1,2.0096,2.9253,-0.8118,-2.546,0.2502,1
236,1,6,0.9907,1.1308,-0.179,1.3098,0.1835,1
2391,2,1,0.9609,-2.0144,2.4409,1.8279,0.5004,1
2403,1,1,0.4781,2.1897,1.883,0.3068,0.7005,1
2431,1,1,0.4949,-2.0083,0.1287,-2.137,0.6505,1
2442,2,6,0.9252,1.7912,2.5737,-0.7825,0.2002,1
2461,1,1,0.7344,1.0353,-0.2965,1.3319,0.05,1
2522,2,1,1.0742,0.012,2.3562,-2.3442,0.1001,1
2532,1,1,0.5053,1.5359,-2.7723,-1.975,0.1168,1
2551,2,1,0.8082,-2.55,-1.519,-1.031,0.3836,1
2581,1,1,0.5095,-3.0649,2.8792,0.3391,0.3669,1
2592,2,1,0.3496,-2.6296,-1.1866,-1.443,0.2002,1
2621,1,1,0.6169,0.1729,-1.4477,1.6206,0.5671,1
2641,2,1,0.5415,2.3661,-2.8213,-1.0958,0.1001,1
2673,1,1,0.4255,0.097,-0.3798,0.4767,0.1668,1
2681,2,1,0.5048,0.7795,3.0168,-2.2373,0.3503,1
2692,2,1,0.4075,1.8263,0.5305,1.2959,0.0667,1
2713,2,1,0.9106,0.7627,1.7602,-0.9974,0.0834,1
2721,1,1,0.4611,1.3988,-0.1308,1.5296,0.1501,1
2771,2,1,0.6801,0.86,1.2156,-0.3556,0.1168,1
2781,1,1,0.635,2.8271,-1.1221,-2.334,0.3503,1
2792,1,1,0.8734,1.0112,2.6255,-1.6143,0.4003,1
414,1,6,2.1533,2.6212,-0.6715,-2.9905,0.6505,2
613,1,5,4.3316,0.9448,0.8555,0.0893,0.6338,2
10,2,6,1.825,-1.1652,-0.6707,-0.4945,0.7339,2
1215,1,6,1.2252,-2.3733,0.7262,-3.0995,1.6846,2
13,1,6,1.3809,-1.827,2.4489,2.0073,0.9174,2
144,2,6,1.2396,-0.6659,-2.4429,1.777,0.7172,2
1512,1,5,4.0453,2.739,-0.746,-2.7982,1.3343,2
1813,2,6,1.2548,-2.0354,-2.4242,0.3888,1.1342,2
1912,1,6,1.0656,1.4848,-2.3598,-2.4386,1.0842,2
2110,1,6,4.8606,-1.1887,2.5797,2.5148,0.7005,2
249,2,6,1.6974,1.5223,0.6836,0.8387,0.6338,2
2511,1,6,1.3944,0.9616,3.0618,-2.1002,0.7506,2
302,1,6,1.3668,-0.8758,-0.6927,-0.1831,0.8673,2
323,1,6,2.2086,-2.9409,-2.6734,-0.2674,1.1676,2
333,2,6,0.8467,-2.9482,-2.6269,-0.3213,1.0508,2
341,1,6,1.3647,-0.567,-0.6843,0.1173,2.0682,2
363,2,1,1.2747,-1.2281,2.3562,2.6989,1.7513,2
374,2,1,1.5186,2.2874,0.9488,1.3386,1.3343,2
38,2,6,1.024,0.0123,-0.0105,0.0228,0.9674,2
422,1,6,1.2885,1.2094,-2.1387,-2.9351,1.1342,2
433,2,6,1.6717,-0.096,2.3489,-2.4449,0.7339,2
444,2,6,1.9566,-0.716,-0.8429,0.1269,0.7172,2
472,1,6,1.4827,-0.2172,-0.3824,0.1653,2.4852,2
483,1,6,1.3479,-1.7186,-2.1094,0.3909,0.834,2
491,2,6,1.8899,-2.3072,-2.0251,-0.2821,0.9841,2
533,2,6,1.3218,1.6735,2.5492,-0.8757,1.6679,2
562,2,6,1.2478,1.1484,1.3018,-0.1534,0.8006,2
583,2,6,1.2428,-0.1792,-0.0052,-0.1741,0.6672,2
592,2,6,1.4597,1.4614,1.2312,0.2302,0.9841,2
614,2,6,3.316,-3.0508,-2.0784,-0.9724,0.884,2
644,1,6,1.2723,-1.6667,-1.5865,-0.0802,0.9174,2
653,1,6,0.9336,-1.9044,-1.8637,-0.0407,0.9174,2
673,1,6,0.9848,-1.9121,0.6928,-2.6049,0.7672,2
683,2,6,1.2755,-1.5098,-1.5863,0.0765,0.8006,2
702,1,6,1.3478,-2.6322,2.3818,1.2691,2.7688,2
712,2,6,0.6778,1.2859,1.3694,-0.0835,1.0842,2
742,2,6,1.7367,-0.6424,2.5094,3.1314,0.834,2
751,1,6,0.7999,2.6726,-2.4115,-1.1991,1.0508,2
794,2,6,2.2611,0.326,0.5766,-0.2506,0.934,2
823,2,6,2.1091,-2.0977,-1.8393,-0.2585,0.834,2
832,2,6,1.0452,1.0568,1.2126,-0.1558,0.884,2
852,1,6,1.2427,-0.2944,-0.3833,0.0889,0.5504,2
862,2,6,0.8308,-2.008,-1.7282,-0.2798,1.5178,2
873,1,6,0.8957,-1.0515,-0.7053,-0.3462,1.1342,2
914,2,6,0.7121,2.9739,3.0081,-0.0342,0.6005,2
922,2,6,0.5929,-0.7104,-0.8184,0.1079,0.7506,2
952,1,6,0.7301,-1.0474,-0.3988,-0.6486,0.6839,2
992,2,6,0.7237,-0.7101,-0.7375,0.0273,0.5838,2
1002,2,6,0.7907,1.5769,1.426,0.151,0.9507,2
1024,2,6,1.859,-0.6157,-0.5667,-0.049,0.7005,2
1033,1,6,1.7725,0.4844,0.6538,-0.1694,0.6839,2
1044,1,5,3.0862,-2.2028,2.5422,1.5381,0.8673,2
1052,1,6,1.3679,-0.1825,2.6063,-2.7888,0.5504,2
1064,2,6,0.889,0.246,0.9263,-0.6803,0.9174,2
1093,2,6,0.9006,-2.9127,-2.5449,-0.3678,0.8173,2
113,1,6,1.3204,1.2076,1.0642,0.1434,1.0008,2
1183,2,2,3.6435,-0.8285,-0.1569,-0.6716,2.7855,2
1192,1,6,1.0945,0.8596,-0.6166,1.4763,1.1842,2
1203,1,6,1.279,-0.802,-0.1994,-0.6026,0.7172,2
1223,2,6,1.9272,-0.8464,-0.7891,-0.0574,0.834,2
1242,1,6,2.7661,-0.0579,0.0052,-0.063,0.934,2
1253,2,6,1.5581,2.6649,2.6593,0.0056,0.8507,2
1262,2,6,1.2307,0.4302,0.2563,0.1739,0.884,2
1272,2,6,1.0673,-0.5241,0.9294,-1.4534,1.2176,2
1323,1,6,3.5965,2.2668,2.0503,0.2164,0.7506,2
1342,2,6,2.0412,-0.0683,0.0364,-0.1047,1.9348,2
135,1,6,1.5001,-2.2844,-2.1977,-0.0868,0.9507,2
1362,1,6,1.1787,3.1166,3.1154,0.0012,0.9507,2
1373,2,6,2.3435,-0.3364,-0.8108,0.4745,1.8181,2
1493,1,6,1.0853,-0.6142,-1.0322,0.418,1.5011,2
151,1,6,1.6721,-3.094,-0.6208,-2.4732,2.0015,2
1533,2,6,0.7167,2.3223,2.9722,-0.6499,0.934,2
154,2,6,0.6908,2.7379,-2.6667,-0.8786,0.4837,2
1552,2,6,0.6626,1.1677,0.3956,0.7721,0.5671,2
1563,1,6,0.7536,2.189,2.0944,0.0946,0.7506,2
1573,2,6,0.6209,1.7815,2.1977,-0.4162,1.0174,2
1602,2,6,1.896,2.3451,2.1023,0.2429,0.934,2
1621,1,6,1.5962,-0.1777,-0.1049,-0.0728,0.934,2
1632,2,6,1.1708,-1.2021,-1.2556,0.0535,1.1008,2
1643,2,6,0.8056,-1.6698,-2.1139,0.4441,0.6171,2
165,1,6,1.4684,-2.4366,-2.3782,-0.0583,0.9674,2
1662,2,6,1.0258,-2.4687,-2.5593,0.0906,0.7839,2
1673,2,6,1.6967,-0.6826,-0.5466,-0.136,0.7839,2
1693,1,5,2.2907,-0.3665,2.9288,2.9879,2.3518,2
1713,2,6,1.4322,-1.4913,-1.5028,0.0115,1.2676,2
1783,1,4,4.996,1.217,0.1456,1.0715,0.5337,2
179,1,6,2.2878,0.0923,-1.6638,1.7561,1.7847,2
1822,2,6,1.4228,0.6933,-0.712,1.4053,0.884,2
1841,2,6,0.9467,0.2454,0.3316,-0.0861,2.235,2
1873,2,6,1.4809,0.2773,0.4523,-0.175,1.5178,2
1903,1,6,1.3154,-2.8507,3.1261,0.3063,0.8506,2
1913,1,6,2.2308,1.7994,-0.4819,2.2813,0.7506,2
1932,1,6,0.9888,0.647,0.7963,-0.1493,0.934,2
1943,1,1,1.8444,-2.3159,2.4653,1.502,0.7506,2
1952,2,6,0.9257,0.3044,0.175,0.1294,0.8173,2
1974,1,5,2.3803,-1.9466,3.0292,1.3074,1.4845,2
2022,1,6,1.6096,-3.0496,3.071,0.1626,0.6672,2
2052,1,6,1.3273,0.6852,2.1418,-1.4566,0.6505,2
2063,1,6,0.9507,1.8833,2.6101,-0.7268,0.5671,2
2082,1,4,2.3606,2.2363,-2.555,-1.4919,0.467,2
2093,1,5,2.6891,2.8848,0.7013,2.1834,2.1516,2
2152,2,6,1.1332,2.557,-2.7441,-0.9821,1.9181,2
2162,1,5,1.5575,-3.0169,-2.9924,-0.0244,0.7172,2
2173,2,6,1.0862,0.8463,3.0636,-2.2173,2.3018,2
2182,1,6,1.6618,3.1392,2.8991,0.24,2.2851,2
2193,1,6,0.751,-0.8521,-0.6779,-0.1742,0.4837,2
2222,1,6,0.7249,-2.6489,-3.0847,0.4358,0.884,2
223,1,6,0.822,-1.3436,-1.3979,0.0544,1.0008,2
2251,2,6,0.7556,1.7177,1.4834,0.2343,1.9515,2
2272,1,6,1.3997,0.0905,-2.4352,2.5257,1.4678,2
228,1,6,0.5757,1.0753,0.8682,0.207,0.884,2
2302,2,6,1.022,1.4599,1.4134,0.0466,1.1175,2
234,1,6,0.8262,-2.0031,-2.4034,0.4003,1.0341,2
2392,1,6,0.6264,1.6845,1.4296,0.2549,1.2176,2
240,2,6,0.6485,0.0449,0.0823,-0.0374,1.3677,2
2422,1,6,1.2475,-1.1479,-1.0313,-0.1166,1.0675,2
2433,2,6,0.9736,-1.7131,-2.1094,0.3963,1.2343,2
247,1,6,0.9432,1.146,1.3095,-0.1635,1.2843,2
2523,1,6,0.7379,2.0775,1.9736,0.1039,2.0015,2
2533,2,6,0.6731,-1.9696,-2.2143,0.2447,1.4511,2
254,2,6,3.6474,1.7008,1.6803,0.0205,1.4344,2
2554,1,6,0.7541,-2.0718,-2.3009,0.2291,1.0675,2
2563,1,5,2.3262,1.0158,1.1515,-0.1357,1.2843,2
2572,1,6,0.8063,0.6328,0.9469,-0.3141,0.9674,2
2603,1,6,1.513,2.1085,1.7215,0.387,2.6187,2
2622,2,6,1.3777,-1.1747,-0.8774,-0.2974,1.5679,2
2631,2,6,0.6577,2.3073,0.4262,1.8811,0.6005,2
266,1,6,0.8292,-1.6733,-1.6223,-0.0511,0.7673,2
2674,1,6,0.7252,-2.3356,-2.2987,-0.0369,0.7005,2
2693,2,6,0.8249,2.377,2.3341,0.0428,0.934,2
270,2,6,0.981,2.6324,2.7659,-0.1335,0.6171,2
2714,2,6,1.0618,0.835,0.5457,0.2894,1.5679,2
2793,1,6,1.0572,1.2005,0.9656,0.2349,0.834,2
2804,2,6,0.8139,-1.1587,-0.8216,-0.3371,0.6672,2
310,2,6,1.4433,2.909,-0.9541,-2.4201,0.9174,2
410,2,5,2.7679,1.4013,2.0693,-0.668,0.8006,2
713,1,6,1.2157,0.0829,-0.8611,0.944,0.9174,2
117,2,6,0.8223,-2.2033,-2.3525,0.1492,1.718,2
12101,2,6,0.7657,-1.4107,-2.3417,0.931,2.0182,2
1310,1,6,0.7432,3.0992,3.126,-0.0268,1.0508,2
1611,2,6,1.5747,2.0265,2.4257,-0.3992,0.834,2
1714,2,6,2.0022,-0.1362,-0.5663,0.4302,1.5845,2
1810,1,4,3.6256,-1.0302,0.0102,-1.0404,0.7339,2
19101,1,6,1.0142,-0.9425,-0.98,0.0375,1.1842,2
2313,1,6,1.0833,0.7241,0.9871,-0.263,0.8506,2
25101,2,6,1.1137,-1.1993,-0.9669,-0.2324,0.9007,2
2715,1,6,1.113,-0.9749,2.9179,2.3904,1.8514,2
284,1,6,0.8102,-2.8072,-2.6873,-0.1199,0.884,2
3011,1,6,0.7362,2.4142,2.415,-0.0007,1.6513,2
331,1,6,0.7035,2.164,1.904,0.26,1.0842,2
3711,2,6,1.4844,2.954,2.9909,-0.0369,3.1357,2
381,2,6,0.6516,-0.4135,-0.6967,0.2832,1.0675,2
41,1,6,2.1574,-0.1613,-0.0155,-0.1459,1.0174,2
431,2,6,0.7998,-0.3181,-0.2811,-0.037,1.5845,2
441,1,6,0.6745,1.4765,1.4659,0.0106,1.3677,2
452,2,6,1.4993,2.3631,2.2867,0.0764,0.9007,2
523,2,6,0.8107,2.0844,2.7544,-0.67,0.7839,2
581,2,6,1.2031,-1.4917,-1.4561,-0.0356,1.2009,2
603,2,6,0.9861,1.6566,1.6809,-0.0242,1.2343,2
611,2,6,1.7438,-2.6699,-2.5086,-0.1613,1.0842,2
622,2,6,0.8739,1.4616,1.519,-0.0574,2.9856,2
633,2,6,5.2654,0.9422,0.6967,0.2454,1.0508,2
641,1,6,1.1201,1.7596,1.712,0.0477,1.4845,2
651,2,6,1.2591,0.7788,0.7007,0.078,1.1008,2
6711,2,6,2.7003,2.6075,2.5147,0.0928,1.1342,2
7111,1,6,0.922,1.5926,1.5656,0.0271,0.934,2
763,1,6,0.6788,1.5616,1.576,-0.0144,1.3343,2
773,1,6,0.8783,-2.6439,-2.538,-0.1059,1.6679,2
7911,1,6,0.7637,-0.8947,-0.9034,0.0087,1.0341,2
861,2,6,0.914,1.5353,1.6855,-0.1501,1.2843,2
871,2,6,0.7241,0.8506,0.7962,0.0544,0.7506,2
883,1,6,1.2802,-1.0139,-0.6642,-0.3496,0.9507,2
903,2,6,0.7165,-0.0451,0.0258,-0.0708,0.9174,2
931,1,6,0.8801,-1.0235,-0.6528,-0.3706,0.7339,2
951,1,6,1.4545,-2.2319,-2.235,0.0032,0.8506,2
963,1,6,1.1574,2.0429,1.9398,0.1031,2.0516,2
1021,2,6,1.4432,1.3863,1.5446,-0.1583,2.2684,2
10311,1,6,1.2335,1.8087,1.7385,0.0702,1.6679,2
10411,1,6,2.1715,-0.8467,-0.756,-0.0907,0.8673,2
10611,1,6,1.2172,-3.0326,-3.0585,0.0258,2.5519,2
1123,1,6,1.3312,0.3491,1.64,-1.2909,2.185,2
1141,2,6,0.7671,0.8334,0.9001,-0.0667,0.834,2
1161,1,6,1.3225,2.8866,3.1265,-0.2399,0.8673,2
1216,2,6,1.8002,-0.3006,0.0359,-0.3365,0.7339,2
1232,2,6,1.432,-1.019,-0.4459,-0.573,0.3503,2
12511,1,6,0.6327,-0.5256,-0.7203,0.1947,0.7839,2
1293,1,6,0.645,-2.0245,-2.2576,0.2331,0.9174,2
1302,2,6,0.7339,-1.2085,-0.9116,-0.2969,2.9689,2
1321,2,6,0.7663,-2.4844,-2.736,0.2516,1.0675,2
13711,2,6,0.7635,1.0035,0.7781,0.2254,0.9174,2
1381,2,6,0.5802,2.68,1.0375,1.6425,2.2184,2
140,1,5,2.7382,-1.5577,-1.3295,-0.2282,2.9522,2
1422,2,6,0.8719,0.3459,0.1463,0.1996,2.2184,2
1452,1,6,0.6731,1.7785,2.6917,-0.9131,1.9848,2
1482,1,6,0.6809,-1.8443,-1.7061,-0.1382,0.8173,2
14911,1,6,1.118,-2.9411,-3.0841,0.143,1.2009,2
1511,2,6,0.7403,0.7785,0.8254,-0.0469,2.4185,2
15611,1,6,1.2069,-1.3125,-0.7522,-0.5603,0.7506,2
1583,1,6,0.9991,-2.6859,-2.5437,-0.1421,1.5345,2
1594,1,6,0.6748,-0.4127,-0.1885,-0.2242,1.1842,2
1601,1,6,0.8449,-0.2824,-0.7301,0.4477,0.7506,2
16411,1,3,5.4293,-0.9651,-2.8344,1.8694,0.9507,2
1661,1,6,0.7099,2.3905,-2.4828,-1.4099,1.1175,2
16711,2,6,0.6892,1.505,1.44,0.0651,1.1509,2
16911,1,6,0.844,-0.3235,-0.0102,-0.3133,0.834,2
1703,1,6,0.7907,-0.5712,-0.4309,-0.1403,1.1342,2
17111,2,6,1.0979,-2.176,-2.4297,0.2538,0.5504,2
1722,1,6,2.4307,0.277,-0.7448,1.0219,0.6672,2
1732,1,6,0.8756,-2.1258,-2.2844,0.1586,0.8673,2
1772,1,6,0.7477,0.8814,-0.4498,1.3312,0.884,2
1901,1,6,0.7853,-1.3235,-1.3765,0.053,1.0842,2
19111,2,6,0.7433,-0.5621,-0.8186,0.2565,0.9674,2
1922,2,6,0.6577,-2.7565,-2.9687,0.2122,1.2176,2
19311,2,6,0.8747,-2.699,-2.8412,0.1422,1.1175,2
1982,2,6,0.7643,1.125,1.1165,0.0086,1.0508,2
1993,1,6,0.7801,2.6455,2.1815,0.4639,1.5679,2
200,2,6,0.6693,-2.1285,-2.3232,0.1948,1.0341,2
2032,2,4,9.83,-0.6416,-1.7511,1.1095,1.351,2
2042,2,6,0.9407,0.9817,1.0542,-0.0725,2.8021,2
2072,1,6,1.3661,0.6488,2.4145,-1.7657,1.6179,2
2101,2,6,0.6538,-0.0624,-0.1441,0.0817,0.6171,2
2112,1,6,0.7447,-0.2198,-0.3069,0.0871,1.8681,2
2132,1,6,0.7059,-3.0158,-3.1156,0.0998,0.8673,2
2142,1,6,0.661,1.158,1.8258,-0.6677,1.6846,2
21511,2,6,0.7084,-1.9671,-1.8183,-0.1488,1.0842,2
21711,2,6,0.6916,1.5049,1.4834,0.0215,1.0508,2
2231,2,6,1.3449,0.4237,0.5146,-0.091,1.3177,2
224,1,6,0.9446,-2.225,-2.2862,0.0612,0.7172,2
2341,1,6,0.7247,0.5429,0.8854,-0.3426,1.0508,2
235,2,6,0.615,1.9077,2.0298,-0.1221,1.2676,2
2371,2,6,0.5795,-1.4488,-1.3704,-0.0784,1.0008,2
2383,2,6,0.613,-1.7461,-1.7359,-0.0102,1.0675,2
23911,1,6,1.5238,-1.3023,-1.2523,-0.05,1.4177,2
24211,1,6,0.7889,-2.1422,-1.7631,-0.3791,0.9674,2
24311,1,6,0.7849,-2.1555,-2.0874,-0.0681,1.0341,2
2462,1,6,1.2963,0.2796,0.1702,0.1094,1.4177,2
248,1,6,1.1358,-0.259,-0.5141,0.2551,0.7339,2
25311,2,5,1.9993,1.1247,0.9211,0.2036,0.8673,2
2541,1,6,0.8931,-2.6514,-2.648,-0.0034,1.1676,2
25511,2,6,0.7397,0.4188,0.588,-0.1692,1.2343,2
2561,2,6,0.915,-1.781,-1.7179,-0.0632,3.0356,2
2593,2,1,1.2676,2.7444,2.4396,0.3048,1.9348,2
26011,1,6,0.9234,-1.0859,-2.3599,1.2739,0.6171,2
2642,2,6,0.767,-1.1639,-1.174,0.0101,1.9181,2
26711,2,6,0.6758,0.4014,0.6894,-0.288,0.9507,2
2682,1,6,0.8712,-2.6139,-3.0281,0.4142,1.1008,2
2701,2,6,0.7595,2.6036,2.4628,0.1408,1.5845,2
2722,2,6,1.2093,-2.5834,-1.2441,-1.3393,2.2017,2
273,2,6,0.6375,-0.399,-0.1511,-0.2479,1.0675,2
2742,2,6,0.6846,1.312,1.0295,0.2825,1.1342,2
275,1,6,0.6109,2.6222,2.3489,0.2733,1.6846,2
2782,2,6,0.7328,-2.2804,-2.5105,0.2301,0.884,2
2801,1,6,2.0198,-0.8397,-2.2749,1.4352,2.7521,2
1104,1,6,2.3466,0.5442,0.6137,-0.0694,1.2009,2
710,2,6,0.614,-0.4374,-0.5404,0.1031,1.3343,2
8,2,6,0.9342,-1.654,-1.6689,0.0149,1.6846,2
1010,2,6,0.795,0.6879,0.9179,-0.2301,1.768,2
11101,2,6,1.0185,2.4445,2.6315,-0.187,1.0508,2
12111,2,6,0.6785,-2.392,-2.3415,-0.0505,1.8681,2
1410,2,6,1.9263,2.3558,2.7448,-0.389,2.7021,2
16101,1,6,0.6563,0.3134,0.3728,-0.0594,1.2843,2
17101,1,6,0.7985,2.6253,2.5159,0.1094,2.1516,2
2012,1,6,1.1185,-0.5145,-0.5619,0.0474,1.6012,2
2212,2,6,1.2792,-1.2251,-1.4237,0.1987,1.4177,2
23101,2,6,1.0692,-2.2802,-1.8462,-0.434,2.0516,2
2610,2,6,2.9339,1.7071,1.8034,-0.0963,1.7513,2
292,1,6,1.2671,-2.7445,-2.8803,0.1358,3.2525,2
312,1,6,5.681,-2.9164,-3.0315,0.1151,2.9856,2
3211,2,6,1.2663,1.8429,1.9736,-0.1307,1.7513,2
352,2,6,2.2874,-0.494,-0.4706,-0.0233,1.2343,2
3611,2,6,1.2766,1.76,1.6335,0.1265,1.1008,2
372,2,6,1.6799,1.9635,1.8034,0.1602,1.1342,2
412,1,6,1.914,-1.6067,-1.5446,-0.0621,0.7339,2
442,2,6,2.3067,-1.7001,-1.7223,0.0221,1.3677,2
451,1,6,1.7785,-2.588,-2.4774,-0.1107,1.0675,2
464,1,6,1.0018,1.2707,1.198,0.0727,1.1509,2
5211,1,6,2.8824,-2.7478,-2.9696,0.2218,1.351,2
5311,1,6,1.4716,-0.9322,-0.7053,-0.2269,2.3018,2
573,2,6,1.0606,2.4057,2.4041,0.0016,1.8514,2
6011,1,6,0.7678,-2.1773,-2.5044,0.3271,2.7855,2
612,2,6,1.8744,1.5713,1.5865,-0.0152,1.4177,2
642,1,6,1.0124,-2.0511,-2.1958,0.1448,1.0174,2
6811,1,6,3.3312,1.7331,1.7112,0.0219,1.4511,2
692,2,6,1.0839,-0.5308,-0.2805,-0.2503,2.3017,2
701,1,6,1.3342,-1.9995,-2.0739,0.0744,1.6846,2
7411,1,6,2.6092,1.0104,1.0045,0.0059,2.2017,2
7611,2,6,0.9744,2.8761,2.7476,0.1285,2.1516,2
7711,2,6,1.1589,2.1561,2.8165,-0.6605,3.0523,2
814,2,6,1.8306,2.304,2.3562,-0.0522,0.934,2
872,1,6,1.1706,-0.5849,-0.1499,-0.435,1.1342,2
8811,2,6,1.7813,2.0969,1.9532,0.1437,1.3677,2
892,1,6,1.1996,0.978,0.7336,0.2444,1.3343,2
9011,2,6,1.0762,2.2312,1.904,0.3272,2.135,2
942,1,6,0.8338,-0.1162,-0.0865,-0.0297,1.1842,2
9911,2,6,0.9567,0.1684,0.1523,0.0162,1.5345,2
10011,1,6,1.1945,-0.6279,-0.5624,-0.0655,1.1509,2
1022,2,6,0.6684,2.9005,1.9996,0.9009,1.9181,2
1032,1,6,4.1835,2.3417,2.097,0.2447,1.1342,2
1042,1,6,0.6832,1.3727,1.4185,-0.0458,0.884,2
1051,2,6,0.6183,0.3403,0.6112,-0.2708,1.2009,2
1062,1,6,0.8371,-0.8385,0.1626,-1.001,1.5178,2
1105,1,6,0.779,-2.1828,-2.0161,-0.1667,1.1175,2
11211,1,6,1.3356,-2.2802,-2.1631,-0.1171,0.9841,2
1131,1,6,0.691,1.2365,0.6633,0.5732,1.6179,2
1181,2,6,2.5092,1.7774,1.6855,0.0919,3.1357,2
1191,1,6,0.6772,-1.2569,-1.2903,0.0334,1.2843,2
