,condition,recog_rating,recog_RT,target_angle,response_angle,response_error,response_RT,participant
25026,2,6,0.7342,-1.0621,-1.257,0.1949,0.8006,16
25225,2,6,0.7673,-2.0684,-2.7225,0.6541,0.4837,16
25526,1,6,1.0004,-3.0982,-2.4522,-0.646,1.1008,16
25929,1,6,0.6342,-2.7144,1.8121,1.7567,0.9174,16
26026,2,1,2.1684,2.0653,-1.1807,-3.0372,2.4352,16
26728,1,6,0.7451,0.9256,0.4113,0.5143,1.6179,16
26825,1,6,1.8342,3.089,3.023,0.066,0.934,16
26926,2,6,1.0593,-1.6937,-1.9504,0.2567,1.2843,16
27026,1,6,0.5983,1.3571,1.3417,0.0154,1.1342,16
27227,2,6,3.9478,-1.9163,-2.1588,0.2425,1.0174,16
27419,2,6,5.0113,-0.2625,-0.4982,0.2357,2.3351,16
27729,1,1,1.2347,0.9671,-0.564,1.5311,0.7005,16
27924,1,6,0.5617,1.4474,1.2876,0.1598,1.4511,16
28027,2,6,0.9668,0.7329,0.7054,0.0275,1.1509,16
11009,1,6,2.2389,0.8251,0.6519,0.1732,1.5512,16
370,2,6,0.779,-1.9431,-2.314,0.3709,1.0675,16
7107,2,6,0.7927,-1.1839,-1.4131,0.2292,0.8506,16
1090,1,6,0.6737,-0.8487,2.3207,3.1138,1.2176,16
1480,2,1,0.5905,1.5572,0.2687,1.2885,0.9674,16
1560,1,6,0.8043,0.9968,-0.3805,1.3773,1.4177,16
161010,1,1,2.401,-0.372,-0.2322,-0.1398,1.0341,16
17108,2,6,0.6392,1.7268,1.8109,-0.084,1.0341,16
211010,1,6,2.2494,1.3369,-2.6629,-2.2834,0.7339,16
231011,1,6,1.0768,-0.7831,1.1772,-1.9603,2.3018,16
2480,2,6,0.8424,2.1513,-2.5001,-1.6318,0.6005,16
251012,1,6,0.6199,0.0255,-0.1316,0.1571,0.5838,16
26108,2,6,0.5991,1.4709,2.1174,-0.6465,0.834,16
271012,2,6,0.6473,2.3198,2.1502,0.1696,1.1175,16
28114,2,3,1.859,0.6521,1.8811,-1.229,0.7172,16
2928,1,6,0.866,-1.909,-2.4715,0.5625,1.2676,16
30113,1,1,1.0536,1.4181,-0.1885,1.6065,0.4503,16
3127,2,6,0.7884,2.5668,1.776,0.7908,0.8173,16
4324,2,6,0.5956,-0.7147,0.4498,-1.1644,1.1676,16
45110,2,6,0.8478,-0.7051,-0.8026,0.0974,1.1509,16
4625,2,6,0.7047,0.618,1.2458,-0.6278,1.2343,16
48112,1,6,0.9348,-2.4372,-2.5168,0.0796,0.8506,16
5020,2,6,0.5764,0.4799,0.6691,-0.1892,1.5845,16
5228,1,6,0.6297,-1.8371,-1.6958,-0.1413,0.9174,16
5334,2,1,1.3949,2.5308,-0.2516,2.7824,1.6179,16
5419,2,6,0.6115,1.4404,1.1429,0.2975,2.1183,16
5827,2,6,0.6227,2.122,2.113,0.009,1.0842,16
6123,2,6,1.4518,-2.8728,-0.7602,-2.1125,2.0349,16
6225,1,6,0.7223,0.6545,0.8593,-0.2048,0.884,16
63112,2,6,1.3548,1.2246,2.2794,-1.0548,0.9507,16
64113,1,6,0.6969,3.1018,-0.8961,-2.2853,2.0682,16
66111,1,6,0.6123,1.2447,1.2911,-0.0464,0.9174,16
6920,2,6,0.7304,-3.1127,-2.5985,-0.5142,0.3836,16
70112,2,6,0.6514,0.1692,0.1822,-0.013,0.8173,16
7825,1,1,1.8281,2.2858,0.3186,1.9673,0.7839,16
79111,1,6,0.7999,1.1223,-2.6934,-2.4675,0.884,16
8128,2,6,2.6428,-0.4068,0.1534,-0.5602,0.8673,16
8225,1,6,0.5224,-1.3358,-1.1783,-0.1575,1.301,16
8435,1,6,0.6225,-1.0138,0.2915,-1.3052,0.834,16
86111,2,6,0.6861,0.5938,-2.6311,-3.0583,0.6005,16
90112,2,6,1.3043,-0.4161,-0.5094,0.0932,0.5004,16
94112,2,6,0.983,0.0823,0.063,0.0192,1.0008,16
9819,1,6,0.9071,2.974,3.0321,-0.0581,2.3184,16
99112,2,6,0.7761,1.5281,1.5862,-0.0581,1.7013,16
10026,2,6,0.6006,1.4123,1.3804,0.0319,1.1342,16
10129,2,6,1.7246,-0.216,2.7334,-2.9495,1.718,16
102112,1,6,0.5402,-2.4845,-2.632,0.1475,0.9007,16
103112,2,6,0.5799,3.0041,3.0893,-0.0852,0.9007,16
10427,1,6,0.5667,-0.9007,-1.0682,0.1675,0.7839,16
105110,1,6,0.5419,-0.825,-0.9698,0.1448,0.7673,16
10819,1,6,0.5582,-3.0756,3.0518,0.1557,0.6338,16
11228,2,1,0.9565,-2.6595,0.3475,-3.0071,0.6839,16
114111,2,6,0.6027,2.2437,-1.1348,-2.9047,2.4185,16
11620,2,6,1.272,-0.6289,-0.8038,0.175,0.6505,16
12025,1,6,0.6708,0.9557,-2.6038,-2.7237,0.4837,16
12133,2,6,1.3081,0.4613,0.4172,0.0441,1.3343,16
123113,2,6,0.5857,-1.9342,-2.2256,0.2914,1.0008,16
12529,2,6,0.9632,2.8501,2.8118,0.0383,0.8506,16
12618,2,6,0.5617,0.5919,0.3709,0.221,1.7347,16
127111,1,6,4.363,1.9777,1.9927,-0.015,1.1676,16
13130,1,1,0.7081,1.8435,2.0077,-0.1642,1.3343,16
13327,1,6,1.0348,0.8707,0.3892,0.4815,1.0174,16
13628,1,6,1.6094,2.8373,-2.9507,-0.4952,1.9515,16
13817,2,6,0.6678,-2.0291,-2.1025,0.0734,1.2009,16
140111,1,6,3.5725,2.8111,2.8166,-0.0056,0.9507,16
14128,1,6,1.3724,-0.7813,-1.2278,0.4465,0.9174,16
14233,1,6,0.5882,-2.9559,-2.9524,-0.0035,1.0508,16
14319,2,6,0.9598,-0.6692,-0.8854,0.2162,0.4003,16
14930,1,6,1.287,-1.1078,-0.6473,-0.4605,1.2009,16
15225,1,6,0.636,0.672,0.2535,0.4185,0.7673,16
15317,1,6,1.3967,-2.9079,-2.932,0.0241,0.8673,16
155112,2,1,0.6697,-1.6174,-2.3653,0.748,0.6338,16
15727,1,6,0.7095,-0.2005,-0.2636,0.063,0.7839,16
15927,1,6,0.7475,-1.9717,2.6647,1.6468,0.3669,16
160112,2,6,0.7816,0.5655,0.2542,0.3113,1.718,16
16129,1,6,9.1085,-1.2602,-1.2077,-0.0524,0.8006,16
166112,2,6,0.9449,1.3445,1.2764,0.068,0.934,16
16930,2,1,0.6229,-2.9104,-0.1834,-2.727,0.2168,16
170114,1,6,1.2966,-1.5287,-0.5254,-1.0033,1.1842,16
17224,1,6,0.7417,2.4361,2.7438,-0.3077,1.3177,16
173111,1,6,0.5754,2.4633,2.4709,-0.0076,0.7506,16
17620,1,1,0.7722,-3.1402,-1.0565,-2.0837,0.467,16
17925,2,6,0.7177,0.5585,0.2667,0.2919,0.7839,16
18129,1,6,2.8164,-2.374,-2.3562,-0.0178,0.6839,16
18425,1,6,0.6573,0.2104,1.1837,-0.9734,0.834,16
185110,2,6,0.8972,-0.9867,-1.0446,0.0579,0.7506,16
18625,1,6,0.7725,-0.3948,-0.2486,-0.1463,0.7172,16
187110,2,6,1.8212,-2.1906,-2.2287,0.0381,0.4837,16
188110,1,6,2.0283,1.9492,2.515,-0.5658,0.6338,16
19025,1,6,0.7273,1.4245,1.4706,-0.0461,2.185,16
19133,1,6,0.7405,1.6615,1.1489,0.5126,0.7172,16
19520,1,6,0.7339,-0.9435,-0.9367,-0.0069,1.718,16
20528,1,6,1.4913,0.6318,0.413,0.2189,0.884,16
209112,2,6,0.542,2.6293,2.9267,-0.2974,0.7506,16
21135,2,6,0.8612,2.3208,2.1041,0.2167,0.9507,16
215113,1,6,1.4142,-1.3342,-0.2802,-1.054,0.8673,16
21631,2,6,0.6511,0.8001,0.4372,0.3628,1.5845,16
21820,2,6,0.7699,-1.1535,-2.0705,0.9171,0.6839,16
22130,1,6,1.1582,-0.2199,-0.2368,0.0169,0.6005,16
22524,2,6,0.5585,2.633,0.8034,1.8296,1.9515,16
227111,1,6,0.6633,-2.3315,-2.3494,0.0179,0.5171,16
22917,2,1,2.8319,-2.9142,-2.4868,-0.4274,0.7673,16
23130,2,6,0.5414,0.8294,0.3664,0.463,0.6005,16
23328,2,6,0.6669,1.4419,1.3201,0.1218,0.9007,16
234112,1,6,0.5829,1.8333,1.8218,0.0115,0.6005,16
235112,1,6,0.6791,-2.1083,-2.1201,0.0118,0.6505,16
237113,2,6,1.1443,0.8072,0.3853,0.4219,0.8006,16
24026,2,6,1.0933,2.1073,2.6864,-0.5791,0.5838,16
242112,1,6,0.5421,1.413,1.5292,-0.1161,0.884,16
24626,1,6,1.3231,1.9083,1.5708,0.3375,2.4852,16
249112,2,6,0.6744,-0.0584,0.0259,-0.0843,0.6505,16
25128,2,6,0.7865,-1.7562,-0.6557,-1.1005,0.3836,16
25418,2,6,0.7408,1.0692,0.1837,0.8854,1.4511,16
255114,1,6,5.8181,3.057,-2.1103,-1.1159,0.4503,16
25826,2,1,0.6356,1.8467,-0.3449,2.1915,0.834,16
259114,1,6,1.1481,2.457,2.2662,0.1908,1.1676,16
260111,1,6,0.8498,-1.0044,-1.1845,0.1801,0.834,16
26225,2,6,1.1889,2.3148,-0.3292,2.6439,0.3669,16
26320,2,1,0.9313,1.6151,-1.2254,2.8405,0.5504,16
26424,1,6,0.5439,-1.4349,-2.1575,0.7226,2.0349,16
26525,1,6,0.4877,-1.1405,-1.022,-0.1185,0.4003,16
26626,1,6,0.5519,0.8257,0.3136,0.5121,0.7172,16
270112,2,6,0.6119,0.5475,0.7354,-0.188,1.768,16
27328,1,6,0.6704,-2.2285,-2.5081,0.2796,0.5171,16
27526,2,6,0.6162,1.6354,0.9914,0.644,0.884,16
27825,2,6,0.6994,-2.9671,1.886,1.43,0.6171,16
279112,2,6,0.8645,0.4399,-1.7729,2.2127,0.3002,16
3109,2,6,0.6068,1.0104,0.3461,0.6643,1.1842,16
71113,1,6,0.668,1.2684,2.6571,-1.3887,1.4678,16
880,2,6,0.628,2.9243,0.8552,2.0691,0.7839,16
13108,1,6,1.1533,-1.4484,-1.426,-0.0224,1.4845,16
14109,2,6,0.7415,-1.551,-1.3714,-0.1796,2.2684,16
161115,2,6,0.6693,0.6559,0.1029,0.553,1.0842,16
171117,1,6,2.709,3.0091,-0.4851,-2.7889,0.6171,16
1890,2,6,0.6216,-2.3121,-2.3086,-0.0035,0.8006,16
191012,2,6,1.2375,0.3148,2.7556,-2.4408,0.7839,16
22100,2,6,0.5595,2.0437,0.0215,2.0222,0.9507,16
251110,1,6,0.7187,0.8265,0.3362,0.4903,0.8006,16
271115,2,1,1.747,2.6613,-1.2918,-2.3301,0.9174,16
28210,1,6,0.5252,-1.0741,-1.1094,0.0353,1.0675,16
3029,2,6,0.6002,-1.3707,-1.3886,0.0179,1.0174,16
3416,1,6,1.0103,-0.2069,-0.3081,0.1011,1.3677,16
35111,1,6,0.7465,-2.2949,-2.6824,0.3876,0.7672,16
36111,2,6,1.2363,-1.9104,-2.1574,0.247,0.9841,16
3729,1,6,0.6154,0.0127,2.7611,-2.7484,0.5004,16
3820,2,6,0.542,-1.5125,-1.4406,-0.0719,1.2509,16
43113,2,6,0.7221,0.2283,0.4327,-0.2044,1.8681,16
46111,1,6,0.5171,1.0361,1.0706,-0.0346,1.4511,16
47111,1,6,0.7382,1.7076,1.8438,-0.1362,1.0174,16
5422,2,6,0.6533,0.028,0.2362,-0.2082,0.9174,16
55113,2,1,0.9931,-2.1939,-2.0299,-0.1639,0.9507,16
56110,2,6,1.0101,-1.838,-2.7751,0.9371,2.2517,16
5727,1,1,0.8782,-1.0125,-0.4446,-0.5678,1.301,16
59114,1,6,0.7849,-2.7404,-2.6254,-0.1151,0.7339,16
6027,1,1,1.0837,0.473,0.1515,0.3216,0.834,16
64210,1,1,0.8472,0.3078,0.1729,0.135,1.4011,16
6726,1,6,2.2477,1.3549,-0.2805,1.6354,0.5004,16
6826,2,6,0.5103,-3.0818,0.8694,2.3319,0.8673,16
69110,1,6,1.2564,1.1553,2.836,-1.6807,0.4503,16
7028,1,6,1.5648,2.5401,0.3011,2.239,0.8673,16
75111,1,6,0.5861,-0.2433,-0.2929,0.0496,2.1183,16
7628,1,6,2.0679,-2.4689,-2.7861,0.3172,0.5838,16
77113,2,6,0.7891,-0.3278,-2.2345,1.9067,0.884,16
81114,1,6,2.0904,0.7178,1.3082,-0.5904,1.6513,16
8626,2,6,0.8933,2.94,1.7493,1.1907,0.5171,16
8729,1,6,2.5678,1.0866,-0.9494,2.036,2.0682,16
8824,2,6,1.0329,-1.6376,-1.27,-0.3676,0.7005,16
9324,1,6,1.2066,-0.1095,-0.7023,0.5928,1.2343,16
9429,1,6,0.9408,-2.102,1.7857,2.3955,1.1342,16
9823,2,6,0.6165,-2.4881,-2.9261,0.438,0.6505,16
100112,1,6,0.8396,-0.0463,2.6849,-2.7312,0.4837,16
104112,2,6,0.9569,-1.4587,-1.4483,-0.0103,0.9674,16
106113,1,1,3.4358,-2.3596,2.8659,1.0577,0.5337,16
10826,2,6,0.6391,-1.955,-1.9764,0.0214,1.1175,16
110211,2,6,0.6574,-1.6087,-1.5966,-0.0122,0.6839,16
11329,2,6,0.6768,-1.4873,-1.1253,-0.362,0.5671,16
11519,2,6,0.7655,-0.7023,-0.6783,-0.0239,0.6171,16
119112,2,6,0.6757,-2.2904,-1.997,-0.2934,0.5004,16
120110,1,6,0.6635,-0.8877,-0.6731,-0.2145,0.467,16
124110,2,6,0.8897,0.1488,0.312,-0.1633,0.9841,16
12619,1,6,0.8821,-1.8457,-1.9656,0.1198,1.1342,16
12727,2,6,0.9313,-2.2444,-2.3924,0.148,1.5512,16
128110,1,6,0.7161,1.3378,1.3499,-0.012,1.0508,16
131115,2,1,1.8313,1.2607,1.3095,-0.0489,1.0174,16
132112,2,6,0.6125,1.2749,1.137,0.1379,1.1509,16
133112,1,6,2.196,1.0792,0.2576,0.8217,1.3343,16
13735,1,6,1.081,-2.9902,2.8003,0.4927,0.8006,16
13818,2,6,1.6106,0.4149,0.8937,-0.4787,0.9674,16
141112,2,6,1.2019,-0.4579,0.3201,-0.7781,0.5504,16
142114,1,6,1.4631,0.7367,-2.5995,-2.9469,0.3836,16
14424,1,6,0.5677,2.9964,2.8501,0.1463,0.7839,16
148111,2,6,0.6264,-1.6964,-1.956,0.2596,0.9841,16
15128,2,1,0.7611,-0.3261,-0.4369,0.1108,0.417,16
15318,1,6,0.6296,2.8534,2.859,-0.0056,1.1842,16
156115,2,6,1.7141,-1.4706,-1.4686,-0.002,2.4519,16
15830,1,6,2.9004,0.2187,0.1372,0.0815,0.6005,16
16027,2,6,0.6816,-0.1102,0.0734,-0.1836,0.7506,16
161210,2,6,3.8755,-1.9381,-2.1025,0.1644,0.9841,16
162111,1,6,0.6521,-1.0574,-0.4683,-0.5891,0.7005,16
16320,1,6,0.9104,-2.273,-2.7292,0.4562,0.6005,16
164112,2,6,0.6536,0.2353,0.1448,0.0905,0.5838,16
16718,1,6,1.2423,2.7671,2.8776,-0.1105,1.2843,16
170210,2,6,0.6167,2.9828,2.9781,0.0047,1.2009,16
171213,1,6,0.8089,-2.8488,-1.2288,-1.62,1.4344,16
174112,1,6,0.6076,-3.1391,-3.0025,-0.1366,0.7672,16
17828,1,6,0.6456,-3.0321,-3.105,0.0728,0.9674,16
184111,2,6,0.5867,-1.8501,-1.0458,-0.8043,0.7172,16
18524,2,6,0.6243,0.08,-0.3371,0.4171,0.7172,16
18724,1,6,0.6197,0.3632,-2.4952,2.8583,0.5838,16
18927,1,6,0.5455,1.342,1.1951,0.1469,1.1842,16
192112,2,6,0.6932,-2.4489,-1.975,-0.4739,1.0842,16
193112,1,6,1.1407,-2.3573,-2.0181,-0.3392,1.2843,16
19427,2,6,4.3705,-1.1582,-1.017,-0.1411,0.5004,16
198113,2,6,0.9103,0.0112,0.3035,-0.2922,0.4837,16
199111,1,1,2.2405,1.0735,-0.1285,1.202,0.6839,16
201111,2,6,2.4421,1.1339,0.9554,0.1785,1.768,16
20424,1,6,1.0903,-0.8351,-0.9201,0.085,0.884,16
20726,1,1,1.2903,-0.7996,2.2872,-3.0868,1.5512,16
209210,2,6,0.705,2.3144,2.3055,0.0089,1.0508,16
211210,2,6,0.8976,2.3614,2.3526,0.0089,1.5512,16
21226,2,6,0.7301,-2.7573,-2.5678,-0.1895,0.7172,16
21724,2,6,1.1249,2.079,2.009,0.07,1.1009,16
219113,1,6,0.6744,2.3352,2.408,-0.0728,1.5345,16
220113,2,6,0.6254,1.4038,1.1557,0.2481,1.2676,16
222112,1,6,0.8113,-2.1168,-0.5103,-1.6065,2.4185,16
22427,2,1,0.6888,-0.4678,2.8686,2.9468,0.467,16
22725,2,1,1.6194,1.6293,2.0523,-0.423,0.5671,16
22921,2,6,0.6509,-1.9932,-2.1832,0.19,0.6839,16
23028,1,1,1.9314,-1.0757,2.9815,2.2259,0.6505,16
231211,2,6,0.6112,-0.3982,-0.1627,-0.2356,0.5671,16
233110,1,6,0.4814,2.213,2.4178,-0.2048,0.5171,16
23425,1,6,0.5377,-0.6473,-0.5395,-0.1078,0.7339,16
23727,2,6,0.5385,-0.4246,-0.2507,-0.1739,1.2343,16
239113,2,6,0.609,-2.8834,-2.7341,-0.1493,0.5838,16
24227,2,6,0.7522,-2.7149,-1.854,-0.861,0.6839,16
24523,2,6,0.6343,0.7919,-0.1731,0.965,0.4503,16
246111,1,6,1.45,2.9863,2.9341,0.0522,0.6171,16
248111,2,6,0.9258,-0.2197,-2.4376,2.2179,0.7172,16
24928,1,6,0.6009,-0.2472,-0.2924,0.0452,0.5838,16
252112,2,6,0.7851,1.4447,3.0236,-1.5789,0.5171,16
25330,1,6,0.9878,2.5603,2.7563,-0.196,0.6505,16
258114,1,6,0.6094,2.8752,2.6887,0.1865,0.467,16
26027,1,6,0.6397,-2.8764,2.882,0.5248,0.5671,16
262113,1,1,1.0722,-2.2096,-0.3898,-1.8198,1.251,16
263111,1,6,0.8062,1.5327,1.5864,-0.0537,0.6672,16
264110,2,6,0.621,1.3338,0.9293,0.4045,0.417,16
265112,2,6,0.5171,0.3449,0.9499,-0.6051,0.4503,16
266113,1,6,0.6081,-0.7189,-0.2982,-0.4208,0.6672,16
27027,2,1,1.0638,-1.8164,-0.5281,-1.2884,0.7339,16
273114,1,6,0.6419,-2.1041,2.7702,1.4089,2.5019,16
275110,1,6,0.9356,0.6686,-2.0574,2.726,0.5671,16
27925,1,1,0.783,-2.8814,2.773,0.6288,0.3669,16
280113,1,6,0.5176,-1.4819,-1.6341,0.1523,1.0508,16
110114,2,6,2.4935,2.4103,2.2408,0.1695,0.834,16
2300,2,6,0.6906,2.0759,1.7343,0.3416,0.6338,16
4109,1,6,0.5471,-0.7122,-1.3543,0.6422,0.6171,16
51011,2,6,0.566,0.2691,-0.128,0.3971,0.6171,16
91010,1,6,1.0539,-3.1138,3.0866,0.0828,0.9174,16
111011,2,6,0.5438,-0.097,2.6595,-2.7565,2.135,16
121115,1,6,0.6512,2.3316,0.1484,2.1832,0.5171,16
14129,1,6,0.5957,2.589,2.6826,-0.0935,2.3018,16
17137,2,4,3.0439,-0.4069,-2.7433,2.3364,0.4503,16
20100,2,1,0.8498,2.0514,3.0259,-0.9745,1.5845,16
211115,2,6,1.9431,-2.5855,-1.8958,-0.6897,1.4845,16
231115,2,6,0.5905,-0.0424,1.7764,-1.8188,0.934,16
24105,1,6,0.5354,-0.2673,-0.4029,0.1356,0.834,16
25129,2,6,0.5578,-0.3316,-0.4986,0.167,1.1342,16
2837,1,6,0.5802,-1.5485,1.7317,3.003,0.9674,16
3224,2,6,0.6422,-0.5641,2.1517,-2.7158,0.6672,16
3526,1,6,0.6758,0.8206,0.2609,0.5597,0.4503,16
37112,1,6,0.434,-1.3341,-0.2886,-1.0455,1.2343,16
3919,2,1,0.6404,3.0285,2.736,0.2924,1.768,16
4024,1,6,0.8203,1.7728,0.2636,1.5092,0.8173,16
4426,1,6,0.8798,-0.0171,2.1831,-2.2002,0.5504,16
4825,2,6,0.6456,0.3581,-0.0199,0.378,1.0174,16
49112,1,1,1.4486,-3.1344,-0.4266,-2.7078,1.1008,16
50110,2,6,0.6185,1.5885,0.9273,0.6612,1.5512,16
51112,2,6,0.3873,0.6622,0.4099,0.2523,0.8173,16
5527,2,6,0.7652,0.8755,1.2842,-0.4087,1.9682,16
5622,1,1,1.5892,2.1362,-0.9626,3.0988,0.8173,16
57112,1,6,0.9323,0.9389,0.5386,0.4003,0.834,16
62112,1,1,1.3177,-2.5206,0.2777,-2.7982,0.4337,16
6432,2,6,1.4514,2.0321,2.7583,-0.7262,1.5345,16
6629,1,6,0.7523,-1.741,-0.5934,-1.1475,1.4344,16
67113,1,6,0.7407,-1.6851,-2.3598,0.6746,0.8173,16
68112,1,6,1.0134,2.0109,1.1227,0.8882,0.9007,16
7031,2,1,0.6146,-2.8704,-2.6477,-0.2228,0.8006,16
7217,2,6,0.6219,1.2746,-0.5387,1.8133,0.934,16
7527,1,6,0.7712,2.3207,1.8894,0.4313,0.5171,16
76113,1,6,0.7802,-0.1837,-0.1056,-0.0781,1.0008,16
8028,1,6,0.7038,-3.1295,3.0067,0.147,0.6505,16
82113,2,6,0.4937,1.7969,1.9921,-0.1952,0.4337,16
8528,2,6,0.7126,0.4722,0.4512,0.021,0.4837,16
8631,2,6,0.5428,2.3375,2.8651,-0.5276,0.417,16
87115,2,6,0.7032,-2.7663,-0.4936,-2.2727,0.467,16
88113,1,6,0.6571,-0.0902,-1.187,1.0968,0.4003,16
8922,1,6,1.8031,0.6368,-2.2867,2.9235,0.417,16
91113,2,6,0.5866,-2.8739,1.192,2.2173,0.4837,16
9626,2,6,0.5566,1.0533,2.9316,-1.8782,1.6012,16
9831,2,6,0.5906,3.0144,0.1269,2.8875,1.0842,16
10526,1,6,0.553,-1.2191,-2.219,0.9999,1.7513,16
10831,2,6,0.8092,-2.6613,2.9234,0.6984,1.2009,16
109110,2,6,0.5378,2.0012,1.7549,0.2464,0.8506,16
11034,1,1,1.0941,0.778,0.489,0.289,0.834,16
11523,2,6,0.6494,2.4,2.6459,-0.2459,0.5337,16
11726,1,1,1.2196,1.1792,-0.6269,1.8061,0.834,16
11826,2,6,0.6648,1.2226,-2.5801,-2.4805,0.7172,16
122112,1,6,0.5532,-2.7017,0.7309,2.8505,0.5337,16
12327,2,6,0.5482,2.5542,-0.4602,3.0144,0.6171,16
12424,1,1,1.7076,-1.228,-0.869,-0.359,0.4003,16
125113,2,6,0.6078,2.7951,2.9858,-0.1907,0.5838,16
12624,1,6,0.5748,-0.1526,0.0843,-0.2369,0.9841,16
13228,2,6,0.6234,2.9047,2.5801,0.3246,2.0516,16
13523,1,6,1.2464,2.4446,1.7016,0.7429,0.5671,16
13926,1,6,2.0022,-1.8082,-2.8877,1.0795,1.1509,16
14023,2,6,2.0081,-2.2492,-2.8133,0.5641,1.1509,16
144111,1,6,0.5859,1.6753,0.0992,1.5761,0.4337,16
14726,1,1,1.1619,0.2051,-1.0755,1.2806,1.0675,16
14826,1,6,1.0681,-0.6528,0.4092,-1.062,1.5178,16
149115,1,6,1.1127,2.575,-0.5185,3.0936,0.467,16
151115,1,6,0.7096,-2.4387,-3.0435,0.6048,0.6171,16
152112,2,6,0.7092,1.9562,1.9057,0.0505,0.6338,16
15418,2,6,1.6138,2.6611,-2.9931,-0.629,0.3169,16
16031,1,6,1.0573,-1.156,-0.4076,-0.7484,0.4003,16
16227,2,6,1.5555,1.2879,2.1773,-0.8894,1.251,16
16424,2,1,0.7348,2.7756,-0.5576,-2.95,0.3669,16
165111,2,1,1.2075,1.3351,-0.3063,1.6414,0.3669,16
16625,2,6,0.5725,1.0501,1.8452,-0.7952,0.417,16
16723,1,6,0.4503,-1.4618,-2.6569,1.195,0.467,16
169114,1,6,0.4921,3.112,2.2103,0.9017,0.417,16
176110,2,6,0.8973,2.4634,1.0265,1.4369,0.3503,16
17725,2,6,0.5552,2.6185,2.8464,-0.2278,0.8173,16
179112,1,6,0.9639,-1.1678,1.1786,-2.3464,0.3503,16
18019,2,6,0.7737,-1.3959,-1.6228,0.2269,0.6171,16
181113,1,6,1.24,-0.0095,0.8999,-0.9094,0.3669,16
18230,2,6,0.6648,-2.5367,2.689,1.0575,0.3169,16
18426,2,6,0.6404,-2.1155,-0.2951,-1.8204,0.8173,16
18532,1,6,0.5103,1.1452,-2.3692,-2.7689,0.4837,16
190112,1,6,0.5587,-2.6299,-2.3025,-0.3274,0.8173,16
191211,1,6,0.7035,-1.4406,-1.0304,-0.4103,0.4337,16
195110,1,6,7.7074,0.8571,-1.0445,1.9016,0.3169,16
19723,2,6,0.6471,-1.0052,1.2397,-2.2449,0.4003,16
19923,1,6,1.0321,3.0273,2.8682,0.159,0.5004,16
201210,2,6,1.5705,0.5292,-1.7515,2.2807,0.7339,16
20227,1,1,1.1231,-2.0777,-1.8208,-0.2569,0.1668,16
203111,2,6,0.4052,-3.1279,2.8724,0.2829,0.4003,16
205114,2,6,0.5917,-3.0421,-0.6399,-2.4022,0.3336,16
20627,1,6,0.7384,-2.3764,-2.2756,-0.1008,0.3503,16
20820,1,1,1.2611,2.1038,0.3424,1.7613,0.467,16
21020,2,6,0.4845,1.8369,1.452,0.3849,0.5171,16
21136,1,6,0.5793,-0.9772,-0.7174,-0.2598,0.5004,16
214112,2,6,0.7648,2.1552,-2.5616,-1.5664,0.4503,16
22027,1,1,0.4955,0.4444,2.1278,-1.6834,0.3669,16
221113,2,6,2.5043,2.6484,2.6243,0.0241,0.9007,16
225112,1,6,0.6108,2.6316,-0.4192,3.0508,0.467,16
22731,2,6,0.6914,0.6602,0.2425,0.4177,0.467,16
228110,1,6,0.5923,1.8367,0,1.8367,0.4837,16
22931,2,6,0.5025,-0.6142,1.3683,-1.9825,0.6338,16
23134,2,6,0.5981,-0.5449,-2.9962,2.4513,0.5171,16
23431,1,6,0.6895,2.3782,1.4082,0.97,1.1509,16
238113,2,6,0.7287,-2.6622,-2.9218,0.2596,0.5838,16
24627,1,1,0.741,3.0554,0.9561,2.0993,0.3336,16
24726,1,6,0.6457,-0.263,2.7138,-2.9768,0.9507,16
24933,2,6,3.8137,2.6954,-2.6698,-0.918,0.2669,16
250110,1,1,1.357,-2.085,-0.8529,-1.232,0.3169,16
25226,1,6,0.9243,-1.7776,0.5462,-2.3238,0.5337,16
253114,1,6,3.6759,-2.2486,-0.6879,-1.5607,0.3503,16
25527,2,6,0.9096,2.0508,0.178,1.8728,0.3336,16
25627,2,6,2.8957,-0.6761,2.6587,2.9484,0.417,16
25727,2,1,1.0046,1.7802,-1.0911,2.8713,0.467,16
259210,2,6,0.9742,0.4051,0.291,0.1141,0.3002,16
26226,2,6,1.2512,0.7118,0.5255,0.1863,0.4003,16
26526,1,6,0.4741,-2.8143,-2.6758,-0.1385,0.4337,16
267114,2,6,0.523,0.4296,2.884,-2.4545,0.4003,16
268110,2,6,0.6602,-1.2502,-2.4449,1.1946,0.6171,16
269114,2,6,1.1874,2.5134,2.0152,0.4982,0.3336,16
27033,2,6,0.5837,-0.5284,-2.4613,1.9329,0.4003,16
27527,1,6,0.6094,1.2324,1.44,-0.2076,0.3669,16
277114,2,6,0.6232,-2.9071,-2.9959,0.0888,0.417,16
28028,2,6,0.6198,-0.8915,-0.4836,-0.4079,0.3169,16
2400,1,6,2.7038,2.6269,-0.7283,-2.928,0.417,17
5100,1,2,1.1132,-0.8175,-0.5101,-0.3074,0.8173,17
6107,2,6,1.3949,3.0422,3.111,-0.0688,0.4503,17
890,2,6,1.3392,2.5425,2.1343,0.4081,0.9507,17
9100,2,2,1.4852,2.4125,2.349,0.0635,0.7839,17
1490,2,6,1.0366,1.0422,-2.2122,-3.0288,0.934,17
